category,cost,clicks
jkl,0.006,0
social,0.2071,2
jkl,0.0015,0
social,0.0014,0
social,5.8901,314
social,0.0472,138
jkl,0.0134,0
jkl,0.0186,0
jkl,2.4892,33
jkl,0.0694,0
social,0.0,0
social,0.0003,0
search,1.3101,47
jkl,10.8161,655
influencer,0.9421,13
social,0.7558,55
social,0.2108,12
social,0.001,0
social,6.1584,406
social,0.0813,1
influencer,15.0419,396
social,0.3262,1
jkl,17.5444,354
social,65284.4,7197
influencer,11.1379,295
social,32.6867,1341
social,1.2981,17
search,0.6928,51
social,0.0015,0
jkl,0.0204,0
search,2.3526,122
social,4.1063,49
social,3.4679,205
influencer,1.3128,11
social,0.231,12
social,4.0684,24
jkl,0.2878,5
social,1.6563,27
social,1.8705,31
social,307.5376,1122
search,0.0546,2
influencer,14.3735,331
jkl,0.0046,0
jkl,0.2725,15
influencer,0.0659,0
jkl,0.0045,0
influencer,0.0411,0
search,0.6073,9
influencer,5.5787,49
influencer,0.0356,0
search,0.8723,13
search,1.2937,45
search,0.7979,9
jkl,0.0117,0
influencer,0.4533,19
influencer,0.8268,12
social,0.3569,18
,0.0216,0
social,6.2192,173
social,0.0131,0
social,0.0258,1
,0.012,0
influencer,0.9794,8
,0.0192,0
jkl,0.0006,0
search,0.0965,3
jkl,0.027,0
search,0.008,0
social,0.1102,4
influencer,36.4423,135
jkl,0.0284,0
social,2.9994,60
,0.0064,0
jkl,0.003,0
social,341.9724,2446
social,0.153,2
social,0.0273,0
social,4.524,40
influencer,8.8556,199
search,0.0101,1
social,20.8053,95
search,1.8621,81
social,20.0516,1216
social,0.001,0
search,0.0237,1
social,0.0111,0
search,0.175,11
jkl,0.0,0
influencer,0.3363,4
social,8.2093,159
search,13.9677,70
jkl,0.2045,8
jkl,0.0027,0
jkl,1.7373,4
social,0.2987,3
influencer,1.8783,9
jkl,12.3166,249
influencer,0.8403,7
jkl,0.138,9
search,0.3933,22
influencer,38.0157,858
search,0.1119,7
search,0.191,5
search,42.7689,270
social,0.0,0
search,0.0028,0
search,44.9537,198
social,0.0,0
search,0.6522,10
search,0.0112,18
social,0.449,0
influencer,0.1918,1
jkl,0.0006,0
influencer,0.7687,10
social,0.0332,0
,0.0008,0
search,1.2296,16
jkl,0.0259,0
search,0.0842,2
social,0.2259,16
influencer,0.2815,1
,0.0032,0
,0.0056,0
search,0.1612,4
search,0.0738,0
social,0.1086,5
social,4.2992,149
search,0.9726,10
search,0.6592,22
search,13.5823,832
social,2.3133,14
jkl,1.14,43
search,0.2008,5
jkl,0.0026,0
jkl,0.1629,2
influencer,0.3061,3
influencer,0.008,0
social,8.2031,74
influencer,0.3872,13
social,0.527,16
jkl,0.1956,2
jkl,0.0217,1
influencer,2.5461,47
jkl,0.058,0
search,0.9643,17
search,0.1899,0
social,4.1091,264
influencer,0.0202,0
influencer,231751.0,26993
influencer,0.047,0
jkl,0.0045,0
influencer,0.093,0
search,0.826,3
jkl,0.008,0
search,0.3817,12
jkl,0.0334,1
jkl,1.4856,17
influencer,253.166,3356
influencer,7.4687,218
influencer,0.0101,1
jkl,0.1392,4
jkl,0.2455,3
search,0.0133,3
jkl,7.5663,129
influencer,0.0369,0
jkl,3.7448,38
search,2.7302,16
influencer,20.3252,578
social,0.3078,25
search,0.172,10
social,33752.8,3290
influencer,0.402,3
jkl,8.8082,194
influencer,0.0125,0
jkl,0.6789,23
search,1.3085,17
social,0.5724,23
social,0.0864,1
social,0.0184,0
influencer,0.0016,0
influencer,2.3298,98
social,18.5833,136
influencer,0.0204,0
search,0.5533,1
jkl,0.008,0
search,1.7306,64
influencer,1.3536,13
influencer,130.3901,1495
jkl,0.0015,0
search,0.1431,6
jkl,0.0006,0
search,0.1858,2
jkl,1.6423,48
jkl,0.0157,1
social,29081.1,2701
search,1.7683,49
social,332.6289,1734
social,0.0005,0
social,2.6863,148
search,0.0445,1
search,61.4023,283
influencer,4.2846,187
social,54.9935,280
influencer,0.4328,7
social,6.778,93
search,1.3907,47
search,0.1471,16
,0.0032,0
influencer,44.644,807
influencer,14.4189,466
search,0.1452,13
influencer,1.0565,16
search,0.3044,18
influencer,5.4123,62
social,0.0127,0
jkl,0.0025,0
influencer,1.9134,62
search,0.0106,0
search,0.1629,15
jkl,0.0104,0
search,1.0764,59
social,0.9617,52
influencer,82452.0,21007
influencer,1.5851,47
social,0.1739,32
jkl,0.0357,1
search,0.0424,0
jkl,0.0313,0
social,0.0148,4
search,1.7094,19
social,4.1619,249
jkl,0.006,0
search,42.5027,213
search,0.0298,2
social,0.2595,9
jkl,0.0241,0
jkl,0.031,0
jkl,0.0046,0
search,0.0042,1
influencer,0.4171,10
social,0.2162,8
search,0.0961,0
social,2.5325,147
social,10.9469,147
social,4.5505,260
search,0.0158,2
search,0.1054,11
influencer,0.1273,0
influencer,0.8368,9
search,0.7069,34
search,0.0164,0
search,70.9133,394
jkl,0.1408,8
social,2.6077,115
search,0.3429,6
search,1.1231,18
jkl,3.1861,42
social,14.9093,125
social,0.0766,1
social,38.6933,227
social,0.6038,53
influencer,226.0535,3317
jkl,12.5282,197
jkl,0.147,4
search,0.3867,1
social,15.698,192
social,0.2234,20
jkl,0.2581,8
influencer,0.0747,0
,0.0032,0
social,0.2784,14
social,1.5071,29
jkl,0.006,0
influencer,1.4918,68
social,1.2576,10
influencer,0.436,2
influencer,0.1429,0
influencer,0.0085,0
influencer,0.0417,0
jkl,0.2328,0
social,0.006,0
search,0.2036,9
jkl,0.0078,0
social,3.2068,20
social,0.0036,0
jkl,0.5039,20
influencer,0.0807,1
social,0.0004,0
influencer,0.4518,10
social,74.1466,257
jkl,0.1223,0
search,0.3261,16
search,0.1984,3
search,1.1933,17
search,0.3881,0
influencer,0.2059,3
social,0.0003,0
jkl,0.1282,0
influencer,156.6477,7881
influencer,0.5586,19
influencer,0.3594,6
search,0.1069,2
jkl,0.0405,0
jkl,0.0058,0
influencer,0.8109,13
jkl,27.306,494
jkl,0.5284,3
social,0.0746,0
jkl,0.0007,0
social,9.3004,75
search,0.0132,0
jkl,0.0308,0
social,0.2565,29
influencer,10.4247,49
social,15.5167,175
jkl,1.6452,11
influencer,31.062,123
social,0.0007,0
social,1.3839,85
social,2.32,156
social,0.305,8
influencer,0.0312,0
influencer,0.0908,3
influencer,7.4961,117
jkl,0.1888,5
search,0.2387,7
social,5.266,52
influencer,204.295,5860
influencer,12.5743,462
jkl,1.4239,7
social,0.0003,0
social,6.2643,69
jkl,0.0053,0
social,0.0,0
search,0.0027,4
social,4.3304,213
jkl,3.7383,129
jkl,0.006,0
social,5.7363,192
search,1.6101,123
search,0.4491,1
jkl,0.0086,0
influencer,0.0023,0
social,0.1071,3
jkl,0.0666,2
search,8.0284,36
influencer,0.0072,0
social,15.9219,193
influencer,0.0141,0
jkl,0.0107,0
jkl,0.0342,0
social,1.0791,28
search,0.0084,0
jkl,1.4566,13
jkl,0.5984,14
social,5.9326,52
jkl,0.003,0
jkl,0.1558,3
social,12.9572,120
influencer,1.1071,11
social,3.1572,41
social,3.9015,48
influencer,204.9095,2291
jkl,0.0977,0
jkl,3.385,13
jkl,0.3825,7
social,2.1293,42
jkl,18.4827,326
search,0.4508,0
jkl,0.079,0
search,0.0134,0
influencer,1.5119,21
search,0.1074,5
jkl,7.23,233
influencer,5.273,119
social,0.0009,0
search,0.0959,15
influencer,0.9596,4
influencer,16.4987,1344
social,118.4279,481
influencer,1.8454,82
influencer,395.9902,10444
social,0.0412,0
social,2.0359,154
social,1.5699,4
influencer,0.0032,0
search,11.1274,709
influencer,8.3755,113
social,1.3517,94
search,0.4904,4
jkl,0.0071,0
search,3.294,23
influencer,31.0553,786
social,3.1352,195
,0.0062,0
social,0.537,3
influencer,0.0421,0
jkl,1.8527,18
influencer,0.0553,1
search,0.464,15
social,312844.0,16197
media,8087.73,2093
influencer,0.8186,0
search,1.3294,69
social,6.3129,374
jkl,0.0834,1
influencer,0.2074,6
social,87.0323,585
social,0.2504,2
influencer,0.6866,57
social,33474.7,5397
influencer,5.0014,73
social,3.1586,221
search,0.6851,21
social,0.0161,0
jkl,0.0022,0
jkl,0.0155,0
jkl,1.9487,32
,0.004,0
jkl,0.0045,0
jkl,1.1969,4
social,5.7815,288
influencer,0.7478,18
jkl,0.0046,0
jkl,0.5089,9
social,1.3278,104
influencer,7.5468,84
,0.0006,0
search,0.4579,14
influencer,146.5379,866
social,3.688,72
search,0.0004,0
jkl,0.0002,0
social,0.0074,0
jkl,0.3641,7
influencer,1.6852,60
social,1.0172,40
social,0.2293,4
jkl,0.0163,0
jkl,0.0067,0
jkl,0.007,0
search,0.7263,27
jkl,0.016,3
search,0.5995,23
search,1.1207,6
social,0.3782,6
search,0.0062,1
social,0.4095,5
social,8.1571,113
search,6.3298,71
influencer,0.0042,0
jkl,0.0369,0
social,0.0003,0
influencer,1.0961,12
search,0.0043,0
search,0.4492,16
search,0.373,8
social,0.0464,3
jkl,0.0031,0
search,1.0371,15
jkl,0.2366,3
jkl,0.0437,1
search,0.014,0
jkl,0.5282,5
jkl,0.3731,19
jkl,0.6932,16
search,1.3546,13
social,6747.94,5103
influencer,10.0405,84
social,0.0251,0
search,0.0006,0
social,149.3396,968
search,0.0032,0
jkl,0.0003,0
social,1.5463,135
jkl,0.0081,0
influencer,0.0692,1
influencer,0.5176,5
influencer,0.0331,0
search,2.7078,159
search,0.3129,8
search,0.0661,0
,0.0032,0
social,0.0179,0
social,0.9717,47
social,0.0188,0
influencer,10.01,250
influencer,13.8025,1126
social,0.0002,0
search,0.7101,7
influencer,0.0432,0
social,0.0244,1
jkl,0.3091,6
search,0.3433,1
social,3.2504,45
social,0.0882,0
search,0.2789,18
jkl,0.0003,0
jkl,0.0054,0
jkl,0.0188,3
influencer,0.0274,0
social,1.6221,13
influencer,1.385,13
social,15.6939,187
influencer,1.0807,14
influencer,0.1866,0
jkl,0.4937,21
social,0.4969,28
search,0.9978,20
social,0.752,73
jkl,0.0287,0
jkl,0.0021,0
jkl,0.0045,0
jkl,0.1086,3
social,1.505,138
search,0.1291,10
social,0.9593,50
social,0.04,2
jkl,0.0006,0
social,94.5339,526
search,0.8279,12
social,1.6304,51
influencer,0.0921,0
jkl,0.7903,38
search,0.1756,2
search,1.8461,61
search,0.8757,27
influencer,0.0224,0
jkl,0.0084,0
jkl,0.015,0
influencer,0.0289,0
influencer,0.9476,7
influencer,3.7029,88
influencer,0.0212,0
search,0.8655,6
influencer,12.2499,148
influencer,0.0121,0
influencer,0.0395,0
social,1.0455,81
search,2.6383,150
influencer,0.4231,12
search,1.7738,71
search,0.0213,23
jkl,0.3242,5
social,0.0142,0
jkl,0.0186,0
influencer,0.004,0
search,0.0126,1
search,0.0939,3
influencer,2.2638,15
search,0.166,2
social,26.1913,1558
influencer,0.1197,1
social,5.327,55
jkl,0.0131,0
search,0.1972,1
social,242.1208,1380
search,0.0214,1
search,0.0378,0
influencer,0.6909,10
search,46.4021,171
search,0.1774,8
search,2.6378,60
social,2.2367,39
influencer,0.0247,0
social,93.0276,419
search,0.7643,88
influencer,212.8685,1806
influencer,0.0054,0
search,0.0077,0
search,0.0224,0
search,0.3488,39
influencer,0.0664,0
,0.0096,0
jkl,0.9737,7
social,0.4966,6
search,0.0027,0
search,0.0168,0
influencer,112.5876,1169
search,0.2389,3
influencer,21.082,82
social,5.274,57
search,0.6336,5
influencer,0.5903,5
jkl,0.0201,3
search,1.1079,38
social,171332.0,6006
search,0.505,4
search,1.487,38
influencer,0.0033,0
influencer,0.0244,0
jkl,0.0253,2
social,0.0015,0
,0.0034,0
search,0.7991,5
social,5.3919,203
search,0.003,0
search,0.7637,9
jkl,1.318,19
jkl,0.0064,0
jkl,5.8577,30
jkl,0.0011,0
jkl,0.0045,0
search,0.0483,0
search,0.7001,11
search,21.704,198
social,0.0029,0
search,0.137,19
social,2.4225,42
social,2.1384,199
influencer,6.1056,62
influencer,0.0048,0
social,4.7089,184
search,1.8251,62
social,18385.3,2391
search,0.2744,15
social,0.0006,0
social,0.1724,5
jkl,0.5272,10
social,114.7405,597
jkl,0.3038,0
social,99.1206,686
search,79.5176,332
social,141.4713,703
jkl,0.0006,0
search,0.0109,0
jkl,0.0045,0
social,0.7209,45
social,8.7563,365
search,0.1835,13
influencer,0.0504,0
influencer,1.5297,29
social,3.6759,26
influencer,161.1869,1975
social,308.8547,1528
influencer,0.3293,5
search,1.618,63
social,8.5472,124
influencer,0.6474,4
influencer,0.1252,2
influencer,1.1145,10
social,3.7351,196
jkl,0.0241,0
,0.0024,0
jkl,0.0075,0
search,14.0358,45
influencer,142.9453,7947
jkl,0.0188,0
social,0.0007,0
search,2.7446,86
social,0.0006,0
influencer,4.9858,64
jkl,2.4218,58
social,0.0114,0
jkl,6.6454,70
social,0.0033,0
search,0.1008,3
jkl,1.631,56
social,2.5474,40
,0.0008,0
,0.008,0
jkl,0.0008,0
search,0.2168,10
jkl,0.6108,13
social,0.226,17
jkl,0.1268,0
jkl,0.0641,0
search,0.0105,0
search,0.0392,3
search,22.2597,135
,0.0024,0
search,3.5874,62
,0.0008,0
social,0.298,2
influencer,0.0464,2
jkl,0.0007,0
search,0.3954,15
social,0.0036,0
influencer,13.0631,463
search,3.0889,27
jkl,0.7641,5
social,0.4057,0
search,0.0074,0
influencer,288.8021,2580
search,39.7128,151
influencer,0.0005,0
search,0.1299,10
search,0.002,1
jkl,0.1882,0
social,157.6495,785
social,0.1784,5
search,0.1328,1
jkl,0.0445,1
jkl,0.0362,1
social,0.0175,0
influencer,0.566,1
jkl,0.0542,2
jkl,0.0257,0
jkl,2.1894,29
search,0.1816,1
social,38.9742,1463
social,1.7771,138
influencer,0.0455,0
search,1.1304,58
social,2.1547,74
influencer,306.0007,3731
influencer,335.592,3655
search,4.7339,39
influencer,0.0157,0
social,6.5315,269
jkl,0.0018,0
influencer,4.0341,39
social,8.2624,174
jkl,0.481,1
social,358.2631,1435
influencer,0.0601,1
social,63.4041,817
social,1.3587,89
social,0.0008,1
social,2.946,29
influencer,201.0921,6414
jkl,0.0015,0
jkl,0.3192,1
social,357.4705,1697
social,4.5918,65
,0.0102,0
social,0.6635,0
jkl,0.001,0
social,0.4843,32
jkl,2.0583,34
influencer,0.4937,7
jkl,2.4012,43
social,346.3546,1017
social,0.0601,2
jkl,0.5437,13
social,0.2155,7
influencer,1.0519,10
search,0.8959,6
social,8.4944,40
search,0.0238,1
jkl,0.0279,1
social,0.031,0
social,0.0273,0
social,3.6769,36
influencer,0.3698,12
influencer,0.1384,0
jkl,0.0015,0
influencer,3.7541,106
influencer,0.0751,5
jkl,0.0271,0
search,0.3149,9
social,2.5823,38
search,0.0017,0
search,3.1085,15
search,0.6431,3
jkl,0.021,0
influencer,170.6392,2605
social,2403.54,2543
influencer,313.3708,2444
jkl,0.011,0
social,0.0013,1
social,8.7674,81
jkl,0.02,4
social,5.1639,205
influencer,0.574,4
jkl,0.012,0
social,20.2326,1991
influencer,0.456,3
jkl,0.0355,0
influencer,0.0057,0
social,0.2827,4
search,0.8846,46
social,4.4926,77
search,0.7444,16
social,1.2807,18
social,6.7723,90
influencer,0.2274,7
social,4.8145,182
jkl,0.0307,0
jkl,0.0011,0
social,4.3767,200
jkl,1.0846,25
influencer,5.8325,72
jkl,0.024,0
jkl,10.2019,176
jkl,0.0114,0
influencer,0.0229,0
search,0.7926,29
search,0.0016,0
search,0.1177,8
influencer,0.7228,24
social,0.02,0
jkl,0.0112,0
search,0.8228,48
social,3.6721,143
search,1.5673,16
social,0.0119,0
influencer,0.3777,5
social,2304.01,530
influencer,3.2628,56
social,0.1833,7
search,0.3432,3
search,0.4804,0
influencer,0.3913,7
jkl,8.4842,133
influencer,1.8155,95
social,96.2301,492
influencer,235.6431,2738
social,4.545,220
influencer,365.5754,9348
jkl,0.0499,6
social,4.4593,202
jkl,0.1937,3
social,3.3134,34
social,0.0012,1
search,5.2685,59
influencer,0.3419,8
social,7.9221,19
search,1.4778,10
social,0.0,0
social,0.2912,0
,0.0016,0
search,0.7819,2
search,1.0682,57
influencer,56.1499,1413
search,11446.7,907
search,0.0941,0
search,0.8966,43
search,0.0393,1
search,0.1684,3
search,0.0047,1
search,0.0172,0
influencer,3.6538,69
social,4.2498,97
jkl,0.06,0
social,0.0716,43
influencer,0.0606,2
social,312.1415,1633
influencer,0.004,0
influencer,6.4389,75
search,0.4049,14
search,2.0252,14
social,1.8959,24
jkl,0.0013,0
jkl,0.0348,0
social,0.0282,3
search,0.0075,0
influencer,6.0918,75
search,0.0375,1
social,0.3519,3
search,0.3934,19
influencer,12.8249,149
social,0.11,11
social,1.4716,64
social,5.4882,74
social,0.463,0
social,0.0018,0
jkl,0.0164,0
influencer,5.5376,143
social,0.0288,0
search,5.9309,74
search,0.0096,0
social,4.7319,87
jkl,0.0018,0
,0.0008,0
social,3.8059,32
social,2.6598,22
jkl,1.4137,28
jkl,2.0587,39
social,11.1659,65
influencer,0.0866,5
influencer,0.7519,11
jkl,0.0573,0
search,0.9094,21
influencer,1.3346,23
social,0.0049,1
jkl,0.0998,1
jkl,7.8666,394
influencer,43.9566,265
search,0.6926,6
influencer,151480.0,31504
social,0.3945,1
social,172.4984,812
influencer,0.0433,0
social,132.7561,1043
social,1.9102,133
social,0.5466,2
jkl,0.1564,2
social,0.0201,0
social,1.1271,52
search,0.2384,0
social,0.0157,1
social,0.0127,0
influencer,1.0634,15
social,0.0098,0
jkl,0.006,0
influencer,0.0924,6
jkl,0.0169,0
social,269.423,1536
jkl,0.3655,6
influencer,4845.65,594
search,0.0139,0
social,0.0889,9
search,0.0069,1
social,0.8751,68
social,2.1024,115
search,1.0726,12
social,7.7657,77
influencer,0.6349,5
influencer,0.0457,0
social,0.0001,0
search,0.003,0
social,0.0001,0
jkl,0.0062,0
jkl,0.6869,13
jkl,0.0019,0
jkl,0.0023,0
jkl,0.1406,7
influencer,7.6681,179
jkl,0.0065,0
influencer,0.3676,0
jkl,0.2898,4
jkl,13.168,208
jkl,0.0141,0
influencer,26.2022,151
search,0.1471,1
search,0.0007,0
media,46159.8,4200
influencer,1.9582,13
search,20.216,112
influencer,0.0265,0
influencer,404285.0,32999
search,1.7042,19
influencer,22.4172,518
jkl,0.3416,1
search,2.8842,23
jkl,0.1596,2
social,0.9433,90
influencer,0.5955,31
search,1.1138,8
search,4.9201,41
social,0.6199,7
social,0.0896,1
social,1.7688,9
social,0.0001,0
search,0.5184,17
search,2.4069,88
influencer,0.0012,0
social,12.0917,146
jkl,1.4786,26
influencer,57.6423,1275
influencer,52.789,1752
jkl,0.4818,20
social,4.8157,255
jkl,0.4184,13
social,0.6261,6
search,0.0003,1
social,14147.9,10200
social,0.2564,0
,0.0136,0
jkl,0.0015,0
social,0.4702,18
social,62119.4,3303
search,1.1817,7
search,0.0475,2
search,0.9068,65
search,4.4338,179
search,0.0005,0
search,0.8546,6
social,2.092,29
jkl,0.035,0
search,0.0584,1
influencer,1.4,23
social,16300.2,1640
influencer,0.0612,0
jkl,0.0015,0
jkl,8.3168,657
influencer,0.6732,35
influencer,0.0057,0
influencer,0.2289,1
,0.0008,0
influencer,6.9178,108
influencer,0.2034,1
jkl,0.0055,0
search,4.6449,54
influencer,0.0529,2
social,0.0032,0
jkl,0.0038,0
jkl,0.0,0
influencer,67.9727,1506
influencer,303860.0,53993
search,90.0158,500
social,236.6966,1100
social,0.1193,3
jkl,0.0425,0
influencer,0.4395,9
influencer,0.0407,0
jkl,0.003,0
influencer,0.0254,1
search,0.7572,12
jkl,0.085,0
social,3.2782,86
social,8.6005,126
influencer,2.2626,16
social,0.0792,0
social,0.0491,0
social,0.0,0
social,3.9754,214
search,0.5464,18
search,1.3754,11
influencer,0.0151,0
influencer,41.4463,723
jkl,0.8353,22
search,0.4144,4
influencer,0.0287,1
social,4138.73,15291
search,2.4539,13
social,0.0035,0
social,3.9538,75
search,1.3937,28
search,0.0516,3
social,0.0001,0
jkl,0.003,0
influencer,0.0023,0
search,1.2586,39
social,3.1627,149
social,2.754,27
social,0.7848,47
search,0.0556,1
search,0.3813,17
social,0.002,0
influencer,24.7067,118
jkl,0.0006,0
influencer,50.6293,1512
jkl,1.8763,37
search,0.0075,0
search,3.3503,20
jkl,0.0463,0
social,1.4602,58
influencer,0.7945,24
social,10.6725,614
search,2.9421,33
social,0.0017,0
influencer,0.4169,12
jkl,0.0065,0
influencer,1.3288,62
social,0.4076,8
social,0.0003,0
influencer,0.1399,1
social,0.1285,1
search,0.1635,3
jkl,0.0003,0
jkl,0.0881,0
influencer,0.0157,0
search,0.6343,27
social,0.0929,2
social,0.0187,2
search,2.0694,34
search,0.0797,4
,0.0064,0
influencer,0.5146,7
search,0.0164,1
search,1.2881,18
social,2.9509,98
influencer,9.0435,47
jkl,1.5294,10
social,4.031,213
influencer,6.1335,63
social,0.0,0
search,0.0117,2
,0.0008,0
social,10.7292,86
influencer,0.4226,0
jkl,0.0031,0
search,1.2835,43
jkl,0.1977,4
search,0.36,8
jkl,2.3511,12
,0.0124,0
social,0.4358,3
jkl,0.0535,1
social,0.0005,0
jkl,0.0277,0
search,0.0125,0
social,27.0996,130
jkl,0.2417,2
influencer,0.0019,0
social,133.2325,1015
social,314.9719,1518
jkl,8.6789,95
search,2.0863,71
social,104028.0,10794
search,0.0021,0
jkl,0.026,0
influencer,0.3911,5
,0.014,0
search,9.7919,67
social,35.2992,217
social,5.4519,325
search,0.0061,0
jkl,0.033,0
jkl,1.2045,13
social,0.4838,7
influencer,0.8906,11
influencer,11.2981,413
social,0.0009,0
social,1.0371,75
search,0.008,0
jkl,0.0336,0
social,110.6573,650
search,2.6109,15
social,0.9506,27
influencer,1.0391,61
search,0.252,5
jkl,0.0026,0
,0.0048,0
search,0.2337,2
social,0.7727,69
jkl,0.1401,18
jkl,0.0934,0
search,0.0126,0
influencer,0.13,0
social,121.9695,653
social,3.7027,223
social,6.3915,410
search,0.4879,28
influencer,302.3867,2354
influencer,0.1387,0
jkl,0.0645,1
jkl,0.0492,1
social,0.3838,10
search,16.7068,69
,0.0076,0
search,0.346,4
,0.0048,0
social,1.3423,23
jkl,0.0062,0
search,1545.74,449
,0.0062,0
search,0.1085,2
influencer,0.5588,36
,0.0064,0
social,0.7487,16
social,4.2781,149
influencer,0.0005,0
social,0.0039,0
social,3.0009,168
social,1.0822,0
jkl,0.1055,3
social,2.5195,191
jkl,0.0698,0
social,0.0009,0
jkl,0.0025,0
social,0.013,0
search,5.0028,48
jkl,0.2103,3
jkl,0.0024,0
social,1.5337,75
social,30.8228,2595
social,98.4604,510
social,243.2549,1952
influencer,0.0008,0
search,0.0167,0
jkl,0.0662,0
social,0.626,43
social,3098.45,115
social,2.8794,163
jkl,0.003,0
jkl,0.0202,0
jkl,0.0046,0
search,1.4319,13
jkl,0.002,0
search,0.7639,70
search,0.1316,3
search,0.1537,9
jkl,0.0076,0
influencer,0.0038,0
search,0.0986,5
search,0.2454,0
jkl,0.1201,1
influencer,11.5348,120
social,1.923,107
social,252.1314,1375
influencer,0.0104,0
influencer,1.8274,57
jkl,0.008,5
influencer,13.4614,179
search,0.0121,0
influencer,41.1113,833
social,0.0094,0
social,0.9561,7
social,4.393,48
,0.0096,0
social,0.0204,1
social,0.2336,7
jkl,2.9738,11
jkl,0.0044,0
search,41.342,218
search,1.1363,45
jkl,0.0011,0
influencer,13.3546,149
social,0.0,0
social,0.0081,0
jkl,0.0186,0
influencer,195.5183,10473
jkl,0.1408,0
search,0.3361,3
influencer,0.1008,0
social,0.0004,0
social,1.5425,80
search,0.0488,1
jkl,0.0025,0
social,11.1678,185
influencer,0.2535,0
jkl,0.0118,0
search,0.3481,2
jkl,0.012,0
social,1.6529,119
jkl,0.0011,0
social,1.5673,151
,0.0016,0
jkl,0.0052,0
social,5.9795,53
jkl,0.0156,0
social,0.7294,6
jkl,1.7591,7
influencer,0.8972,5
search,0.3784,7
search,0.7601,14
search,1.3225,33
social,0.1573,7
social,1.6628,96
search,0.0517,0
search,0.1051,1
influencer,0.0285,0
influencer,0.0742,1
influencer,0.0228,0
social,0.0115,1
influencer,1.9983,23
jkl,0.0282,1
influencer,0.0068,0
social,23.4714,1837
search,9.9294,63
influencer,0.7212,3
influencer,0.0088,0
jkl,0.006,0
influencer,0.0014,0
search,0.6643,16
search,1.3273,11
search,0.1491,2
influencer,1.8106,73
jkl,0.0034,0
search,1.0576,35
,0.008,0
influencer,6.5214,137
jkl,0.0416,0
social,0.7109,52
social,9.9238,116
jkl,0.4034,1
search,0.1433,1
social,0.0279,1
influencer,0.0221,0
jkl,0.0474,1
jkl,0.003,0
social,0.498,43
jkl,0.0016,0
social,5.2022,205
social,0.9015,12
search,0.0978,1
social,5.3137,80
jkl,10.711,185
influencer,0.0443,0
search,5.8006,42
influencer,0.0474,1
,0.0142,0
influencer,1.081,3
social,1.6791,13
social,1.0255,84
social,314.1073,1838
social,191.9376,1261
influencer,0.0921,1
,0.0016,0
search,0.2941,22
search,50.6753,359
jkl,0.0017,0
social,3.7959,312
social,1.0975,50
social,7.443,49
social,0.0003,0
search,0.0254,0
jkl,0.0007,0
search,71.2926,284
search,1.5328,101
jkl,0.1907,0
search,0.7124,51
social,0.0192,1
social,5.675,258
social,5.3767,259
social,8.4503,52
jkl,0.0994,0
jkl,16.9265,264
social,0.0543,0
,0.0032,0
search,11.7792,98
jkl,17.6279,950
,0.0008,0
search,0.729,54
social,0.02,0
influencer,0.027,0
social,0.7618,26
influencer,1.2095,17
social,0.4131,5
influencer,1.5275,15
social,9.2567,46
search,0.9879,78
jkl,0.0119,0
jkl,3.4813,34
social,0.458,22
influencer,1.449,104
jkl,3.2941,44
social,1.6197,2
social,0.0013,0
search,56440.3,5409
social,2.6961,154
influencer,15.2181,106
social,3.4261,30
jkl,0.0058,0
jkl,1.8208,45
influencer,0.2663,0
jkl,0.0104,0
jkl,0.0006,0
jkl,0.8721,13
influencer,0.0016,0
social,0.0011,0
jkl,1.256,10
social,7.7226,118
search,0.0019,0
search,0.0128,1
search,0.4183,13
social,0.3218,2
influencer,25.4945,146
search,4.3755,262
social,1487.47,66
jkl,0.0544,0
social,1.6558,102
social,484.8313,1783
influencer,0.0482,0
jkl,0.006,0
search,7.7982,42
search,0.0563,0
search,1.2113,41
influencer,0.3013,3
social,0.0478,0
social,2.1535,128
search,0.2989,18
jkl,0.0275,0
social,5.0799,42
influencer,1.7608,12
jkl,0.9087,18
influencer,0.0558,1
search,2.9404,22
jkl,27.8467,483
influencer,0.4398,8
search,0.2851,18
search,0.029,0
jkl,0.0581,2
social,0.0041,0
social,161.049,678
jkl,1.6524,51
influencer,0.4149,4
social,0.0108,0
social,9.7808,517
jkl,0.0068,0
social,0.2534,4
search,0.1274,4
social,13.3831,118
search,0.0295,0
search,0.0657,6
influencer,0.1263,1
social,1.1376,40
jkl,0.1316,0
search,0.0103,1
search,0.0002,1
influencer,308572.0,12003
social,0.0486,206
social,28.5648,348
social,1.3072,14
search,1.359,102
jkl,0.0195,0
social,0.1506,0
social,20.2274,84
social,3.2985,154
search,0.174,8
jkl,0.4983,4
search,2.6115,83
jkl,3.3134,23
search,1.8543,22
search,0.9643,91
jkl,0.0098,0
search,0.2788,25
,0.0064,0
jkl,15.2579,242
influencer,26.0474,571
jkl,6.1862,66
search,0.0638,1
social,0.0185,0
influencer,0.818,2
influencer,1.6328,35
jkl,0.0142,0
social,0.0712,0
influencer,0.7491,37
social,0.0059,0
jkl,0.0015,0
search,1.4582,51
search,0.0213,3
influencer,0.0157,0
influencer,2.716,35
social,0.0136,0
influencer,0.1483,0
social,1.0306,16
jkl,0.0015,0
jkl,0.0003,0
social,0.2474,3
social,6.5537,315
search,1.0561,12
social,0.2855,18
jkl,0.2437,5
jkl,0.0208,0
search,1.0448,6
influencer,0.0229,0
