category,cost,leads
,0.0032,0
social,0.2784,0
social,1.5071,0
jkl,0.006,0
influencer,1.4918,1
social,1.2576,0
influencer,0.436,0
influencer,0.1429,0
influencer,0.0085,0
influencer,0.0417,0
jkl,0.2328,0
social,0.006,0
search,0.2036,0
jkl,0.0078,0
social,3.2068,0
social,0.0036,0
jkl,0.5039,0
influencer,0.0807,0
social,0.0004,0
influencer,0.4518,0
social,74.1466,6
jkl,0.1223,0
search,0.3261,0
search,0.1984,0
search,1.1933,0
search,0.3881,0
influencer,0.2059,0
social,0.0003,0
jkl,0.1282,0
influencer,156.6477,187
influencer,0.5586,0
influencer,0.3594,0
search,0.1069,0
jkl,0.0405,0
jkl,0.0058,0
influencer,0.8109,0
jkl,27.306,12
jkl,0.5284,0
social,0.0746,0
jkl,0.0007,0
social,9.3004,1
search,0.0132,0
jkl,0.0308,0
social,0.2565,0
influencer,10.4247,1
social,15.5167,4
jkl,1.6452,0
influencer,31.062,3
social,0.0007,0
social,1.3839,2
social,2.32,3
social,0.305,0
influencer,0.0312,0
influencer,0.0908,0
influencer,7.4961,3
jkl,0.1888,0
search,0.2387,0
social,5.266,1
influencer,204.295,160
influencer,12.5743,10
jkl,1.4239,0
social,0.0003,0
social,6.2643,1
jkl,0.0053,0
social,0.0,0
search,0.0027,0
social,4.3304,5
jkl,3.7383,3
jkl,0.006,0
social,5.7363,5
search,1.6101,2
search,0.4491,0
jkl,0.0086,0
influencer,0.0023,0
social,0.1071,0
jkl,0.0666,0
search,8.0284,0
influencer,0.0072,0
social,15.9219,4
influencer,0.0141,0
jkl,0.0107,0
jkl,0.0342,0
social,1.0791,0
search,0.0084,0
jkl,1.4566,0
jkl,0.5984,0
social,5.9326,1
jkl,0.003,0
jkl,0.1558,0
social,12.9572,2
influencer,1.1071,0
social,3.1572,1
social,3.9015,1
influencer,204.9095,52
jkl,0.0977,0
jkl,3.385,0
jkl,0.3825,0
social,2.1293,1
jkl,18.4827,8
search,0.4508,0
jkl,0.079,0
search,0.0134,0
influencer,1.5119,0
search,0.1074,0
jkl,7.23,5
influencer,5.273,3
social,0.0009,0
search,0.0959,0
influencer,0.9596,0
influencer,16.4987,34
social,118.4279,12
influencer,1.8454,1
influencer,395.9902,243
social,0.0412,0
social,2.0359,3
social,1.5699,0
influencer,0.0032,0
search,11.1274,17
influencer,8.3755,2
social,1.3517,2
search,0.4904,0
jkl,0.0071,0
search,3.294,0
influencer,31.0553,18
social,3.1352,5
,0.0062,0
social,0.537,0
influencer,0.0421,0
jkl,1.8527,0
influencer,0.0553,0
search,0.464,0
social,312844.0,604
media,8087.73,22
influencer,0.8186,0
search,1.3294,1
social,6.3129,9
jkl,0.0834,0
influencer,0.2074,0
social,87.0323,14
social,0.2504,0
influencer,0.6866,1
social,33474.7,108
influencer,5.0014,1
social,3.1586,5
search,0.6851,0
social,0.0161,0
jkl,0.0022,0
jkl,0.0155,0
jkl,1.9487,0
,0.004,0
jkl,0.0045,0
jkl,1.1969,0
social,5.7815,7
influencer,0.7478,0
jkl,0.0046,0
jkl,0.5089,0
social,1.3278,2
influencer,7.5468,2
,0.0006,0
search,0.4579,0
influencer,146.5379,19
social,3.688,1
search,0.0004,0
jkl,0.0002,0
social,0.0074,0
jkl,0.3641,0
influencer,1.6852,1
social,1.0172,0
social,0.2293,0
jkl,0.0163,0
jkl,0.0067,0
jkl,0.007,0
search,0.7263,0
jkl,0.016,0
search,0.5995,0
search,1.1207,0
social,0.3782,0
search,0.0062,0
social,0.4095,0
social,8.1571,2
search,6.3298,1
influencer,0.0042,0
jkl,0.0369,0
social,0.0003,0
influencer,1.0961,0
search,0.0043,0
search,0.4492,0
search,0.373,0
social,0.0464,0
jkl,0.0031,0
search,1.0371,0
jkl,0.2366,0
jkl,0.0437,0
search,0.014,0
jkl,0.5282,0
jkl,0.3731,0
jkl,0.6932,0
search,1.3546,0
social,6747.94,199
influencer,10.0405,1
social,0.0251,0
search,0.0006,0
social,149.3396,25
search,0.0032,0
jkl,0.0003,0
social,1.5463,3
jkl,0.0081,0
influencer,0.0692,0
influencer,0.5176,0
influencer,0.0331,0
search,2.7078,4
search,0.3129,0
search,0.0661,0
,0.0032,0
social,0.0179,0
social,0.9717,1
social,0.0188,0
influencer,10.01,6
influencer,13.8025,26
social,0.0002,0
search,0.7101,0
influencer,0.0432,0
social,0.0244,0
jkl,0.3091,0
search,0.3433,0
social,3.2504,1
social,0.0882,0
search,0.2789,0
jkl,0.0003,0
jkl,0.0054,0
jkl,0.0188,0
influencer,0.0274,0
social,1.6221,0
influencer,1.385,0
social,15.6939,4
influencer,1.0807,0
influencer,0.1866,0
jkl,0.4937,0
social,0.4969,0
search,0.9978,0
social,0.752,1
jkl,0.0287,0
jkl,0.0021,0
jkl,0.0045,0
jkl,0.1086,0
social,1.505,3
search,0.1291,0
social,0.9593,1
social,0.04,0
jkl,0.0006,0
social,94.5339,14
search,0.8279,0
social,1.6304,1
influencer,0.0921,0
jkl,0.7903,1
search,0.1756,0
search,1.8461,1
search,0.8757,0
influencer,0.0224,0
jkl,0.0084,0
jkl,0.015,0
influencer,0.0289,0
influencer,0.9476,0
influencer,3.7029,1
influencer,0.0212,0
search,0.8655,0
influencer,12.2499,3
influencer,0.0121,0
influencer,0.0395,0
social,1.0455,2
search,2.6383,4
influencer,0.4231,0
search,1.7738,1
search,0.0213,0
jkl,0.3242,0
social,0.0142,0
jkl,0.0186,0
influencer,0.004,0
search,0.0126,0
search,0.0939,0
influencer,2.2638,0
search,0.166,0
social,26.1913,39
influencer,0.1197,0
social,5.327,1
jkl,0.0131,0
search,0.1972,0
social,242.1208,34
search,0.0214,0
search,0.0378,0
influencer,0.6909,0
search,46.4021,4
search,0.1774,0
search,2.6378,1
social,2.2367,0
influencer,0.0247,0
social,93.0276,10
search,0.7643,2
influencer,212.8685,49
influencer,0.0054,0
search,0.0077,0
search,0.0224,0
search,0.3488,1
influencer,0.0664,0
,0.0096,0
jkl,0.9737,0
social,0.4966,0
search,0.0027,0
search,0.0168,0
influencer,112.5876,29
search,0.2389,0
influencer,21.082,2
social,5.274,1
search,0.6336,0
influencer,0.5903,0
jkl,0.0201,0
search,1.1079,0
social,171332.0,128
search,0.505,0
search,1.487,1
influencer,0.0033,0
influencer,0.0244,0
jkl,0.0253,0
social,0.0015,0
,0.0034,0
search,0.7991,0
social,5.3919,5
search,0.003,0
search,0.7637,0
jkl,1.318,0
jkl,0.0064,0
jkl,5.8577,0
jkl,0.0011,0
jkl,0.0045,0
search,0.0483,0
search,0.7001,0
search,21.704,4
social,0.0029,0
search,0.137,0
social,2.4225,1
social,2.1384,4
influencer,6.1056,1
influencer,0.0048,0
social,4.7089,4
search,1.8251,1
social,18385.3,48
search,0.2744,0
social,0.0006,0
social,0.1724,0
jkl,0.5272,0
social,114.7405,15
jkl,0.3038,0
social,99.1206,16
search,79.5176,8
social,141.4713,16
jkl,0.0006,0
search,0.0109,0
jkl,0.0045,0
social,0.7209,1
social,8.7563,9
search,0.1835,0
influencer,0.0504,0
influencer,1.5297,0
social,3.6759,0
influencer,161.1869,50
social,308.8547,37
influencer,0.3293,0
search,1.618,1
social,8.5472,3
influencer,0.6474,0
influencer,0.1252,0
influencer,1.1145,0
social,3.7351,4
jkl,0.0241,0
,0.0024,0
jkl,0.0075,0
search,14.0358,1
influencer,142.9453,202
jkl,0.0188,0
social,0.0007,0
search,2.7446,1
social,0.0006,0
influencer,4.9858,1
jkl,2.4218,1
social,0.0114,0
jkl,6.6454,1
social,0.0033,0
search,0.1008,0
jkl,1.631,1
social,2.5474,0
,0.0008,0
,0.008,0
jkl,0.0008,0
search,0.2168,0
jkl,0.6108,0
social,0.226,0
jkl,0.1268,0
jkl,0.0641,0
search,0.0105,0
search,0.0392,0
search,22.2597,3
,0.0024,0
search,3.5874,1
,0.0008,0
social,0.298,0
influencer,0.0464,0
jkl,0.0007,0
search,0.3954,0
social,0.0036,0
influencer,13.0631,11
search,3.0889,0
jkl,0.7641,0
social,0.4057,0
search,0.0074,0
influencer,288.8021,58
search,39.7128,4
influencer,0.0005,0
search,0.1299,0
search,0.002,0
jkl,0.1882,0
social,157.6495,20
social,0.1784,0
search,0.1328,0
jkl,0.0445,0
jkl,0.0362,0
social,0.0175,0
influencer,0.566,0
jkl,0.0542,0
jkl,0.0257,0
jkl,2.1894,0
search,0.1816,0
social,38.9742,40
social,1.7771,3
influencer,0.0455,0
search,1.1304,1
social,2.1547,1
influencer,306.0007,97
influencer,335.592,93
search,4.7339,0
influencer,0.0157,0
social,6.5315,6
jkl,0.0018,0
influencer,4.0341,0
social,8.2624,4
jkl,0.481,0
social,358.2631,38
influencer,0.0601,0
social,63.4041,21
social,1.3587,2
social,0.0008,0
social,2.946,0
influencer,201.0921,146
jkl,0.0015,0
jkl,0.3192,0
social,357.4705,46
social,4.5918,1
,0.0102,0
social,0.6635,0
jkl,0.001,0
social,0.4843,0
jkl,2.0583,0
influencer,0.4937,0
jkl,2.4012,1
social,346.3546,23
social,0.0601,0
jkl,0.5437,0
social,0.2155,0
influencer,1.0519,0
search,0.8959,0
social,8.4944,0
search,0.0238,0
jkl,0.0279,0
social,0.031,0
social,0.0273,0
social,3.6769,0
influencer,0.3698,0
influencer,0.1384,0
jkl,0.0015,0
influencer,3.7541,2
influencer,0.0751,0
jkl,0.0271,0
search,0.3149,0
social,2.5823,1
search,0.0017,0
search,3.1085,0
search,0.6431,0
jkl,0.021,0
influencer,170.6392,60
social,2403.54,73
influencer,313.3708,63
jkl,0.011,0
social,0.0013,0
social,8.7674,1
jkl,0.02,0
social,5.1639,5
influencer,0.574,0
jkl,0.012,0
social,20.2326,49
influencer,0.456,0
jkl,0.0355,0
influencer,0.0057,0
social,0.2827,0
search,0.8846,1
social,4.4926,1
search,0.7444,0
social,1.2807,0
social,6.7723,2
influencer,0.2274,0
social,4.8145,4
jkl,0.0307,0
jkl,0.0011,0
social,4.3767,5
jkl,1.0846,0
influencer,5.8325,1
jkl,0.024,0
jkl,10.2019,4
jkl,0.0114,0
influencer,0.0229,0
search,0.7926,0
search,0.0016,0
search,0.1177,0
influencer,0.7228,0
social,0.02,0
jkl,0.0112,0
search,0.8228,1
social,3.6721,3
search,1.5673,0
social,0.0119,0
influencer,0.3777,0
social,2304.01,6
influencer,3.2628,1
social,0.1833,0
search,0.3432,0
search,0.4804,0
influencer,0.3913,0
jkl,8.4842,3
influencer,1.8155,2
social,96.2301,11
influencer,235.6431,69
social,4.545,5
influencer,365.5754,216
jkl,0.0499,0
social,4.4593,4
jkl,0.1937,0
social,3.3134,0
social,0.0012,0
search,5.2685,1
influencer,0.3419,0
social,7.9221,0
search,1.4778,0
social,0.0,0
social,0.2912,0
,0.0016,0
search,0.7819,0
search,1.0682,1
influencer,56.1499,37
search,11446.7,18
search,0.0941,0
search,0.8966,1
search,0.0393,0
search,0.1684,0
search,0.0047,0
search,0.0172,0
influencer,3.6538,1
social,4.2498,2
jkl,0.06,0
social,0.0716,1
influencer,0.0606,0
social,312.1415,40
influencer,0.004,0
influencer,6.4389,1
search,0.4049,0
search,2.0252,0
social,1.8959,0
jkl,0.0013,0
jkl,0.0348,0
social,0.0282,0
search,0.0075,0
influencer,6.0918,2
search,0.0375,0
social,0.3519,0
search,0.3934,0
influencer,12.8249,3
social,0.11,0
social,1.4716,1
social,5.4882,1
social,0.463,0
social,0.0018,0
jkl,0.0164,0
influencer,5.5376,3
social,0.0288,0
search,5.9309,1
search,0.0096,0
social,4.7319,2
jkl,0.0018,0
,0.0008,0
social,3.8059,0
social,2.6598,0
jkl,1.4137,0
jkl,2.0587,1
social,11.1659,1
influencer,0.0866,0
influencer,0.7519,0
jkl,0.0573,0
search,0.9094,0
influencer,1.3346,0
social,0.0049,0
jkl,0.0998,0
jkl,7.8666,10
influencer,43.9566,6
search,0.6926,0
influencer,151480.0,630
social,0.3945,0
social,172.4984,18
influencer,0.0433,0
social,132.7561,27
social,1.9102,3
social,0.5466,0
jkl,0.1564,0
social,0.0201,0
social,1.1271,1
search,0.2384,0
social,0.0157,0
social,0.0127,0
influencer,1.0634,0
social,0.0098,0
jkl,0.006,0
influencer,0.0924,0
jkl,0.0169,0
social,269.423,37
jkl,0.3655,0
influencer,4845.65,12
search,0.0139,0
social,0.0889,0
search,0.0069,0
social,0.8751,1
social,2.1024,2
search,1.0726,0
social,7.7657,2
influencer,0.6349,0
influencer,0.0457,0
social,0.0001,0
search,0.003,0
social,0.0001,0
jkl,0.0062,0
jkl,0.6869,0
jkl,0.0019,0
jkl,0.0023,0
jkl,0.1406,0
influencer,7.6681,4
jkl,0.0065,0
influencer,0.3676,0
jkl,0.2898,0
jkl,13.168,4
jkl,0.0141,0
influencer,26.2022,3
search,0.1471,0
search,0.0007,0
media,46159.8,92
influencer,1.9582,0
search,20.216,2
influencer,0.0265,0
influencer,404285.0,694
search,1.7042,0
influencer,22.4172,13
jkl,0.3416,0
search,2.8842,0
jkl,0.1596,0
social,0.9433,2
influencer,0.5955,0
search,1.1138,0
search,4.9201,1
social,0.6199,0
social,0.0896,0
social,1.7688,0
social,0.0001,0
search,0.5184,0
search,2.4069,2
influencer,0.0012,0
social,12.0917,3
jkl,1.4786,0
influencer,57.6423,29
influencer,52.789,43
jkl,0.4818,0
social,4.8157,6
jkl,0.4184,0
social,0.6261,0
search,0.0003,0
social,14147.9,395
social,0.2564,0
,0.0136,0
jkl,0.0015,0
social,0.4702,0
social,62119.4,96
search,1.1817,0
search,0.0475,0
search,0.9068,1
search,4.4338,4
search,0.0005,0
search,0.8546,0
social,2.092,0
jkl,0.035,0
search,0.0584,0
influencer,1.4,0
social,16300.2,48
influencer,0.0612,0
jkl,0.0015,0
jkl,8.3168,15
influencer,0.6732,0
influencer,0.0057,0
influencer,0.2289,0
,0.0008,0
influencer,6.9178,2
influencer,0.2034,0
jkl,0.0055,0
search,4.6449,1
influencer,0.0529,0
social,0.0032,0
jkl,0.0038,0
jkl,0.0,0
influencer,67.9727,34
influencer,303860.0,1094
search,90.0158,12
social,236.6966,27
social,0.1193,0
jkl,0.0425,0
influencer,0.4395,0
influencer,0.0407,0
jkl,0.003,0
influencer,0.0254,0
search,0.7572,0
jkl,0.085,0
social,3.2782,1
social,8.6005,3
influencer,2.2626,0
social,0.0792,0
social,0.0491,0
social,0.0,0
social,3.9754,4
search,0.5464,0
search,1.3754,0
influencer,0.0151,0
influencer,41.4463,19
jkl,0.8353,0
search,0.4144,0
influencer,0.0287,0
social,4138.73,114
search,2.4539,0
social,0.0035,0
social,3.9538,2
search,1.3937,0
search,0.0516,0
social,0.0001,0
jkl,0.003,0
influencer,0.0023,0
search,1.2586,1
social,3.1627,3
social,2.754,0
social,0.7848,1
search,0.0556,0
search,0.3813,0
social,0.002,0
influencer,24.7067,3
jkl,0.0006,0
influencer,50.6293,34
jkl,1.8763,0
search,0.0075,0
search,3.3503,0
jkl,0.0463,0
social,1.4602,1
influencer,0.7945,0
social,10.6725,16
search,2.9421,0
social,0.0017,0
influencer,0.4169,0
jkl,0.0065,0
influencer,1.3288,1
social,0.4076,0
social,0.0003,0
influencer,0.1399,0
social,0.1285,0
search,0.1635,0
jkl,0.0003,0
jkl,0.0881,0
influencer,0.0157,0
search,0.6343,0
social,0.0929,0
social,0.0187,0
search,2.0694,0
search,0.0797,0
,0.0064,0
influencer,0.5146,0
search,0.0164,0
search,1.2881,0
social,2.9509,2
influencer,9.0435,1
jkl,1.5294,0
social,4.031,5
influencer,6.1335,1
social,0.0,0
search,0.0117,0
,0.0008,0
social,10.7292,2
influencer,0.4226,0
jkl,0.0031,0
search,1.2835,1
jkl,0.1977,0
search,0.36,0
jkl,2.3511,0
,0.0124,0
social,0.4358,0
jkl,0.0535,0
social,0.0005,0
jkl,0.0277,0
search,0.0125,0
social,27.0996,3
jkl,0.2417,0
influencer,0.0019,0
social,133.2325,25
social,314.9719,40
jkl,8.6789,2
search,2.0863,1
social,104028.0,238
search,0.0021,0
jkl,0.026,0
influencer,0.3911,0
,0.014,0
search,9.7919,1
social,35.2992,5
social,5.4519,8
search,0.0061,0
jkl,0.033,0
jkl,1.2045,0
social,0.4838,0
influencer,0.8906,0
influencer,11.2981,10
social,0.0009,0
social,1.0371,1
search,0.008,0
jkl,0.0336,0
social,110.6573,14
search,2.6109,0
social,0.9506,0
influencer,1.0391,1
search,0.252,0
jkl,0.0026,0
,0.0048,0
search,0.2337,0
social,0.7727,1
jkl,0.1401,0
jkl,0.0934,0
search,0.0126,0
influencer,0.13,0
social,121.9695,17
social,3.7027,5
social,6.3915,10
search,0.4879,0
influencer,302.3867,57
influencer,0.1387,0
jkl,0.0645,0
jkl,0.0492,0
social,0.3838,0
search,16.7068,1
,0.0076,0
search,0.346,0
,0.0048,0
social,1.3423,0
jkl,0.0062,0
search,1545.74,2
,0.0062,0
search,0.1085,0
influencer,0.5588,0
,0.0064,0
social,0.7487,0
social,4.2781,4
influencer,0.0005,0
social,0.0039,0
social,3.0009,4
social,1.0822,0
jkl,0.1055,0
social,2.5195,5
jkl,0.0698,0
social,0.0009,0
jkl,0.0025,0
social,0.013,0
search,5.0028,1
jkl,0.2103,0
jkl,0.0024,0
social,1.5337,2
social,30.8228,64
social,98.4604,13
social,243.2549,48
influencer,0.0008,0
search,0.0167,0
jkl,0.0662,0
social,0.626,1
social,3098.45,2
social,2.8794,3
jkl,0.003,0
jkl,0.0202,0
jkl,0.0046,0
search,1.4319,0
jkl,0.002,0
search,0.7639,1
search,0.1316,0
search,0.1537,0
jkl,0.0076,0
influencer,0.0038,0
search,0.0986,0
search,0.2454,0
jkl,0.1201,0
influencer,11.5348,3
social,1.923,2
social,252.1314,35
influencer,0.0104,0
influencer,1.8274,1
jkl,0.008,0
influencer,13.4614,4
search,0.0121,0
influencer,41.1113,22
social,0.0094,0
social,0.9561,0
social,4.393,1
,0.0096,0
social,0.0204,0
social,0.2336,0
jkl,2.9738,0
jkl,0.0044,0
search,41.342,4
search,1.1363,1
jkl,0.0011,0
influencer,13.3546,3
social,0.0,0
social,0.0081,0
jkl,0.0186,0
influencer,195.5183,258
jkl,0.1408,0
search,0.3361,0
influencer,0.1008,0
social,0.0004,0
social,1.5425,1
search,0.0488,0
jkl,0.0025,0
social,11.1678,4
influencer,0.2535,0
jkl,0.0118,0
search,0.3481,0
jkl,0.012,0
social,1.6529,2
jkl,0.0011,0
social,1.5673,4
,0.0016,0
jkl,0.0052,0
social,5.9795,1
jkl,0.0156,0
social,0.7294,0
jkl,1.7591,0
influencer,0.8972,0
search,0.3784,0
search,0.7601,0
search,1.3225,0
social,0.1573,0
social,1.6628,2
search,0.0517,0
search,0.1051,0
influencer,0.0285,0
influencer,0.0742,0
influencer,0.0228,0
social,0.0115,0
influencer,1.9983,0
jkl,0.0282,0
influencer,0.0068,0
social,23.4714,47
search,9.9294,1
influencer,0.7212,0
influencer,0.0088,0
jkl,0.006,0
influencer,0.0014,0
search,0.6643,0
search,1.3273,0
search,0.1491,0
influencer,1.8106,1
jkl,0.0034,0
search,1.0576,0
,0.008,0
influencer,6.5214,3
jkl,0.0416,0
social,0.7109,1
social,9.9238,2
jkl,0.4034,0
search,0.1433,0
social,0.0279,0
influencer,0.0221,0
jkl,0.0474,0
jkl,0.003,0
social,0.498,0
jkl,0.0016,0
social,5.2022,5
social,0.9015,0
search,0.0978,0
social,5.3137,1
jkl,10.711,4
influencer,0.0443,0
search,5.8006,1
influencer,0.0474,0
,0.0142,0
influencer,1.081,0
social,1.6791,0
social,1.0255,2
social,314.1073,45
social,191.9376,30
influencer,0.0921,0
,0.0016,0
search,0.2941,0
search,50.6753,8
jkl,0.0017,0
social,3.7959,7
social,1.0975,1
social,7.443,1
social,0.0003,0
search,0.0254,0
jkl,0.0007,0
search,71.2926,6
search,1.5328,2
jkl,0.1907,0
search,0.7124,1
social,0.0192,0
social,5.675,6
social,5.3767,6
social,8.4503,1
jkl,0.0994,0
jkl,16.9265,6
social,0.0543,0
,0.0032,0
search,11.7792,2
jkl,17.6279,26
,0.0008,0
search,0.729,1
social,0.02,0
influencer,0.027,0
social,0.7618,0
influencer,1.2095,0
social,0.4131,0
influencer,1.5275,0
social,9.2567,1
search,0.9879,2
jkl,0.0119,0
jkl,3.4813,0
social,0.458,0
influencer,1.449,2
jkl,3.2941,0
social,1.6197,0
social,0.0013,0
search,56440.3,90
social,2.6961,3
influencer,15.2181,2
social,3.4261,0
jkl,0.0058,0
jkl,1.8208,1
influencer,0.2663,0
jkl,0.0104,0
jkl,0.0006,0
jkl,0.8721,0
influencer,0.0016,0
social,0.0011,0
jkl,1.256,0
social,7.7226,3
search,0.0019,0
search,0.0128,0
search,0.4183,0
social,0.3218,0
influencer,25.4945,3
search,4.3755,6
social,1487.47,3
jkl,0.0544,0
social,1.6558,2
social,484.8313,43
influencer,0.0482,0
jkl,0.006,0
search,7.7982,0
search,0.0563,0
search,1.2113,1
influencer,0.3013,0
social,0.0478,0
social,2.1535,3
search,0.2989,0
jkl,0.0275,0
social,5.0799,1
influencer,1.7608,0
jkl,0.9087,0
influencer,0.0558,0
search,2.9404,0
jkl,27.8467,12
influencer,0.4398,0
search,0.2851,0
search,0.029,0
jkl,0.0581,0
social,0.0041,0
social,161.049,17
jkl,1.6524,1
influencer,0.4149,0
social,0.0108,0
social,9.7808,13
jkl,0.0068,0
social,0.2534,0
search,0.1274,0
social,13.3831,2
search,0.0295,0
search,0.0657,0
influencer,0.1263,0
social,1.1376,0
jkl,0.1316,0
search,0.0103,0
search,0.0002,0
influencer,308572.0,412
social,0.0486,4
social,28.5648,8
social,1.3072,0
search,1.359,2
jkl,0.0195,0
social,0.1506,0
social,20.2274,2
social,3.2985,3
search,0.174,0
jkl,0.4983,0
search,2.6115,2
jkl,3.3134,0
search,1.8543,0
search,0.9643,2
jkl,0.0098,0
search,0.2788,0
,0.0064,0
jkl,15.2579,6
influencer,26.0474,15
jkl,6.1862,1
search,0.0638,0
social,0.0185,0
influencer,0.818,0
influencer,1.6328,0
jkl,0.0142,0
social,0.0712,0
influencer,0.7491,1
social,0.0059,0
jkl,0.0015,0
search,1.4582,1
search,0.0213,0
influencer,0.0157,0
influencer,2.716,0
social,0.0136,0
influencer,0.1483,0
social,1.0306,0
jkl,0.0015,0
jkl,0.0003,0
social,0.2474,0
social,6.5537,8
search,1.0561,0
social,0.2855,0
jkl,0.2437,0
jkl,0.0208,0
search,1.0448,0
influencer,0.0229,0
jkl,0.0578,0
social,0.1094,0
search,0.0044,0
social,9.4396,2
influencer,0.0147,0
social,48.2986,4
search,1.2399,0
influencer,39.3212,22
social,16.9937,3
jkl,0.0482,0
social,0.2499,0
jkl,0.7728,0
search,1.9538,0
influencer,2.1059,0
social,0.7599,0
social,2.571,3
jkl,0.0018,0
social,8.2816,9
social,0.0001,0
influencer,0.3774,0
search,0.0698,0
influencer,2.0654,1
search,17.9278,2
social,16.6353,4
,0.0008,0
jkl,0.0267,0
social,2.0172,2
search,0.0346,0
social,177.8469,17
influencer,0.0012,0
social,1.9556,2
jkl,0.1112,0
search,0.2527,0
influencer,1.9762,0
search,1.8742,1
search,0.4726,0
influencer,0.1823,0
social,1.9451,1
search,23.7736,3
jkl,8.8273,2
search,0.0053,0
social,0.3604,0
influencer,0.0766,0
jkl,0.0023,0
search,2.5477,0
social,0.0537,0
search,0.0175,0
social,3661.53,14
search,0.3029,0
jkl,0.1431,0
social,10.8478,3
social,7.5582,1
social,5.2323,5
social,0.0039,0
search,0.0767,0
media,225274.0,504
social,3.1057,0
jkl,0.016,0
jkl,0.0318,0
search,2.1672,0
,0.0016,0
social,0.385,0
social,2.0928,2
social,5.0665,1
social,11.4468,2
social,0.3592,0
social,0.4371,0
jkl,0.0075,0
social,119.6838,15
jkl,9.7458,3
search,0.0028,0
jkl,0.0006,0
search,0.0265,0
social,46.8312,52
jkl,0.7028,0
search,1.1362,1
,0.0016,0
jkl,0.5129,0
social,0.0123,0
jkl,0.0144,0
social,0.9497,0
influencer,0.0629,0
search,0.034,0
jkl,0.2377,0
influencer,0.9341,0
social,0.6212,1
social,0.0304,0
search,0.097,0
jkl,0.1285,0
search,0.0039,0
influencer,0.0288,0
search,9.9378,1
influencer,0.2175,0
social,1.9639,0
influencer,0.272,0
search,0.0536,0
social,0.8039,0
jkl,0.0003,0
jkl,0.0202,0
search,0.011,0
,0.0008,0
social,5.8016,0
influencer,0.0193,0
search,1.0704,0
social,0.2879,0
social,0.0257,0
search,0.3319,0
influencer,2.2707,0
search,0.1489,0
social,3.6579,0
influencer,25.3205,3
jkl,0.018,0
jkl,0.0025,0
social,0.0014,0
influencer,1.8361,2
social,0.492,0
jkl,0.3841,0
social,1.0005,0
social,1.068,0
influencer,1.5725,1
influencer,172.201,34
social,9.2137,13
influencer,0.0162,0
jkl,0.005,0
search,0.4161,0
jkl,0.0011,0
social,9.42,2
search,22.1733,5
jkl,7.7539,1
social,0.0013,0
social,0.6318,0
social,10104.9,6
search,0.1738,0
social,0.0026,0
social,117.7142,22
influencer,1.4028,0
social,2.0243,0
social,11.5551,2
search,1.1892,0
jkl,0.0284,0
social,6.0814,0
influencer,1.6084,1
social,4.5101,1
social,1.2314,0
search,0.0244,0
search,0.0161,0
search,1.697,0
jkl,0.0218,0
jkl,0.004,0
social,0.5725,0
social,2.9362,0
influencer,0.1789,0
jkl,0.0041,0
influencer,14.9966,7
social,1.649,1
social,0.4375,0
social,0.0025,0
jkl,0.165,0
jkl,3.1987,3
influencer,11.3386,3
jkl,0.0075,0
jkl,0.002,0
influencer,0.8535,1
search,0.0003,0
jkl,0.034,0
jkl,0.0235,0
jkl,0.4982,0
influencer,7.2842,0
search,0.0389,0
search,0.0139,0
search,0.7716,0
influencer,8.2454,2
search,16.3208,2
search,17.447,22
influencer,2.8284,0
influencer,0.0042,0
jkl,0.1656,0
search,0.8308,0
social,0.7884,1
jkl,5.6397,1
search,0.5601,1
search,2.2597,3
social,2.5393,4
jkl,0.007,0
social,0.0005,0
jkl,0.003,0
social,44.0355,57
influencer,0.0003,0
jkl,0.0214,0
social,4.9641,0
social,6.1436,1
jkl,0.0046,0
jkl,0.002,0
influencer,0.1842,0
jkl,19.3885,8
jkl,0.0008,0
jkl,0.0099,0
influencer,0.9757,0
social,0.5527,0
jkl,0.0121,0
jkl,0.09,0
jkl,0.0067,0
jkl,0.0656,0
social,2.3438,3
search,10.0333,27
social,0.017,0
jkl,0.029,0
search,1.4738,0
influencer,8.6543,0
influencer,25.4548,14
search,0.0946,0
social,0.4767,1
influencer,235.6763,72
search,0.5087,0
social,0.4232,0
influencer,0.1639,0
jkl,0.003,0
social,34.3259,9
social,4.7214,7
influencer,13.8148,4
social,42.975,70
jkl,0.0045,0
search,0.8529,2
influencer,0.1712,0
social,2.4182,1
influencer,27.217,3
influencer,24.892,13
social,0.0035,0
jkl,0.2248,0
social,1.0515,1
search,2.1121,0
influencer,226.8237,81
influencer,4.4553,3
jkl,0.002,0
media,427922.0,796
jkl,0.1827,0
jkl,1.2866,0
influencer,0.0846,0
social,1.0562,0
jkl,0.0022,0
jkl,0.003,0
jkl,0.0015,0
search,0.405,0
jkl,0.0263,0
social,0.1579,0
search,81.6476,11
social,11.2145,2
social,0.0143,0
social,0.0278,0
search,2.7658,0
search,0.8452,0
jkl,0.01,0
social,2.9379,0
influencer,6.4352,2
social,0.0157,0
social,1.9879,4
search,0.0048,0
social,27.2151,3
search,0.9509,0
social,3.306,2
influencer,1.7822,0
social,0.4592,0
influencer,0.2536,0
search,0.1689,0
social,31.0168,3
search,0.1595,0
influencer,11.1989,1
social,2.2294,4
influencer,15.3058,32
jkl,0.002,0
social,24.9277,3
jkl,4.1172,1
jkl,0.0107,0
search,1.3838,1
search,0.3813,0
search,34.4847,5
social,2.2259,4
