category,cost,clicks,leads,orders,revenue
jkl,0.013,0,0,0,0.0
search,0.0637,1,0,0,0.0
influencer,0.2936,2,0,0,0.0
jkl,0.0329,0,0,0,0.0
social,0.2246,4,0,1,17.4191
jkl,0.2328,0,0,0,0.0
search,1.3099,31,0,9,737.0078
influencer,10.5769,132,3,16,1953.2016
jkl,0.552,16,0,2,204.132
social,4.5989,74,1,11,782.1175
,0.0016,0,0,0,0.0
social,0.0058,0,0,0,0.0
search,0.2122,3,0,0,0.0
influencer,0.0261,1,0,0,0.0
social,3.6499,60,1,9,135.6677
search,0.1686,7,0,0,0.0
influencer,0.0221,0,0,0,0.0
social,1.2513,80,2,1,25.7216
search,0.4379,34,0,2,80.0275
influencer,0.0526,0,0,0,0.0
social,4.4744,258,6,3,346.2118
search,0.3228,5,0,1,15.7233
influencer,8.074,57,1,8,873.4251
jkl,1.2931,2,0,0,0.0
social,3.7838,19,0,1,14.5973
search,0.1625,3,0,0,0.0
influencer,1.9983,23,0,1,56.9784
jkl,0.0938,0,0,0,0.0
social,0.6698,30,0,0,0.0
search,0.5935,29,0,0,0.0
influencer,10.7484,243,5,1,217.7686
jkl,0.7256,17,0,0,0.0
social,2.7611,94,2,1,42.4218
jkl,0.0201,0,0,0,0.0
search,0.6202,10,0,0,0.0
influencer,1.3531,8,0,0,0.0
jkl,0.1094,0,0,0,0.0
social,7.3106,69,1,2,106.968
jkl,0.0656,2,0,0,0.0
search,0.3044,18,0,0,0.0
influencer,0.3718,11,0,0,0.0
jkl,0.001,0,0,0,0.0
social,1.4716,64,1,1,24.2897
jkl,0.1035,0,0,0,0.0
search,0.872,34,0,0,0.0
influencer,2.0397,57,1,0,0.0
jkl,0.0157,0,0,0,0.0
social,6.2887,263,6,1,25.4414
search,0.0128,0,0,0,0.0
influencer,0.0011,0,0,0,0.0
social,0.0157,0,0,0,0.0
search,0.0058,0,0,0,0.0
influencer,0.0022,0,0,0,0.0
social,0.0047,1,0,0,0.0
search,0.0133,1,0,0,0.0
influencer,0.0062,0,0,0,0.0
social,0.0129,1,0,0,0.0
social,2.4155,39,0,3,327.5048
social,0.405,42,1,0,0.0
social,2.1287,165,3,0,0.0
search,0.1289,1,0,0,0.0
influencer,0.13,0,0,0,0.0
jkl,0.0287,0,0,0,0.0
social,0.4672,3,0,0,0.0
search,0.1271,9,0,0,0.0
influencer,0.0738,0,0,0,0.0
jkl,0.0024,0,0,0,0.0
social,0.088,6,0,0,0.0
search,0.2769,17,0,0,0.0
influencer,0.0915,0,0,0,0.0
jkl,0.0112,0,0,0,0.0
social,0.3949,19,0,0,0.0
jkl,0.1046,0,0,0,0.0
search,0.8959,6,0,0,0.0
influencer,2.5702,9,0,1,4.7346
jkl,0.5823,1,0,0,0.0
social,4.4057,33,0,4,487.6404
,0.0024,0,0,0,0.0
jkl,0.2214,1,0,0,0.0
search,0.4051,18,0,1,17.7605
influencer,0.6205,8,0,0,0.0
jkl,0.0432,0,0,0,0.0
social,1.0975,50,1,1,35.7743
,0.0072,0,0,0,0.0
jkl,0.4833,7,0,0,0.0
search,1.5133,47,1,0,0.0
influencer,2.5652,21,0,0,0.0
jkl,0.3609,9,0,0,0.0
social,4.1091,264,7,0,0.0
,0.0064,0,0,0,0.0
social,0.0,0,0,0,0.0
jkl,0.0406,0,0,0,0.0
search,5.2449,53,1,36,2471.5453
influencer,13.2986,46,1,42,2291.3525
social,104.2733,740,18,635,23518.854
search,0.0167,0,0,0,0.0
influencer,0.008,0,0,0,0.0
social,0.2634,1,0,0,0.0
jkl,0.0015,0,0,0,0.0
search,0.3036,3,0,3,16.9548
influencer,0.5439,4,0,0,0.0
social,6.2192,173,4,18,995.107
search,6.3502,67,1,50,2301.5739
influencer,264.4083,3552,96,2063,102446.6646
jkl,12.6919,136,3,93,4308.3274
social,97.7842,419,9,363,19246.1167
search,0.0213,3,0,1,17.2718
influencer,0.8196,14,0,1,53.1801
jkl,0.0677,3,0,0,0.0
social,0.1266,3,0,0,0.0
search,0.3244,10,0,0,0.0
influencer,15.0651,510,13,69,4573.1891
jkl,0.9765,25,0,2,89.6123
social,5.2789,71,1,7,654.3314
jkl,1.0704,8,0,1,198.9104
search,12.2057,65,1,74,3379.6328
influencer,37.6591,357,9,206,8899.4015
jkl,1.9957,18,0,4,110.9438
social,164.2992,785,18,880,46438.4181
jkl,0.0011,0,0,0,0.0
search,0.0429,0,0,0,0.0
influencer,0.1096,1,0,0,0.0
jkl,0.006,0,0,0,0.0
social,0.3978,7,0,0,0.0
jkl,0.113,2,0,0,0.0
search,0.8424,9,0,4,51.7879
influencer,1.6316,27,0,3,157.8175
jkl,0.1866,3,0,3,136.4103
social,10.5737,144,3,28,2276.4791
search,0.2315,0,0,0,0.0
influencer,0.2588,0,0,6,186.9301
jkl,0.0027,0,0,0,0.0
social,0.5707,1,0,0,0.0
search,0.0006,0,0,0,0.0
social,0.0014,0,0,0,0.0
search,0.0151,0,0,0,0.0
influencer,0.0247,0,0,0,0.0
jkl,0.002,0,0,0,0.0
social,0.0271,2,0,0,0.0
social,45.1376,264,6,319,17504.3434
social,0.1101,0,0,0,0.0
social,2.5087,56,1,9,241.6215
search,2.824,26,0,8,193.5191
influencer,9.0846,36,0,33,711.1829
jkl,0.1777,1,0,1,174.469
social,11.351,50,1,34,1790.9541
search,0.0116,0,0,0,0.0
influencer,0.0404,1,0,0,0.0
social,0.0266,0,0,0,0.0
search,0.213,8,0,0,0.0
influencer,0.4849,4,0,0,0.0
jkl,0.0164,0,0,0,0.0
social,0.6739,24,0,2,9.8251
jkl,2.9984,25,0,25,808.565
search,20.7379,124,3,82,3344.9672
influencer,214.0846,1338,36,913,40921.679
jkl,5.7921,48,1,44,1540.4889
social,96.2301,492,12,482,21376.34
,0.0168,0,0,0,0.0
jkl,0.0148,0,0,0,0.0
search,0.0875,0,0,0,0.0
influencer,0.3293,5,0,1,65.2415
jkl,0.0322,0,0,0,0.0
social,0.2011,3,0,1,78.9294
jkl,0.3192,1,0,0,0.0
search,1.4004,24,0,6,218.8824
influencer,10.263,185,4,26,869.6121
jkl,0.5089,9,0,0,0.0
social,6.4682,109,2,11,767.1705
social,0.0035,0,0,0,0.0
search,0.4174,5,0,0,0.0
influencer,0.0478,0,0,0,0.0
social,5.8981,63,1,5,202.2049
search,0.4151,17,0,0,0.0
influencer,0.0482,0,0,0,0.0
social,2.699,128,3,1,8.946
jkl,0.003,0,0,0,0.0
search,0.9895,53,1,1,25.7768
influencer,0.076,0,0,0,0.0
social,8.7643,445,10,4,195.6076
search,0.505,4,0,3,96.5459
influencer,11.8776,119,2,5,468.929
jkl,2.3137,9,0,1,81.0798
social,6.583,56,1,4,85.8985
search,0.4422,7,0,0,0.0
influencer,4.2452,40,0,0,0.0
jkl,0.3514,3,0,0,0.0
social,1.5176,38,1,0,0.0
search,1.3101,47,1,0,0.0
influencer,21.449,485,11,3,83.1127
jkl,1.986,33,0,0,0.0
social,5.9119,220,6,1,626.6278
jkl,0.0429,0,0,0,0.0
search,0.8747,2,0,0,0.0
influencer,2.2626,16,0,0,0.0
jkl,0.2013,0,0,0,0.0
social,12.5789,97,2,13,1241.0912
jkl,0.0997,0,0,0,0.0
search,0.5532,19,0,0,0.0
influencer,0.981,19,0,0,0.0
jkl,0.0055,0,0,0,0.0
social,3.3077,100,2,0,0.0
jkl,0.2423,1,0,0,0.0
search,1.6703,62,1,0,0.0
influencer,4.8289,97,2,0,0.0
jkl,0.0463,0,0,0,0.0
social,13.3367,489,11,5,220.9953
search,0.0291,0,0,0,0.0
influencer,0.0069,0,0,0,0.0
social,0.0251,0,0,0,0.0
search,0.0111,0,0,0,0.0
influencer,0.0053,0,0,0,0.0
social,0.0094,0,0,0,0.0
search,0.0281,2,0,0,0.0
influencer,0.0193,0,0,0,0.0
social,0.0256,1,0,0,0.0
social,4.5128,42,0,10,677.696
social,1.0079,56,1,0,0.0
social,5.1364,338,7,1,21.1974
search,0.1769,4,0,0,0.0
influencer,0.1263,1,0,0,0.0
jkl,0.0318,0,0,0,0.0
social,0.7652,14,0,0,0.0
search,0.2371,22,0,0,0.0
influencer,0.1063,0,0,0,0.0
jkl,0.008,0,0,0,0.0
social,0.17,7,0,0,0.0
search,0.5121,20,0,0,0.0
influencer,0.1462,7,0,0,0.0
jkl,0.04,2,0,0,0.0
social,0.8322,32,0,0,0.0
jkl,0.1602,1,0,0,0.0
search,1.4177,21,0,1,86.7314
influencer,3.5441,23,0,2,29.4881
jkl,0.9426,4,0,0,0.0
social,7.0642,56,1,6,292.6504
jkl,0.3478,2,0,0,0.0
search,0.8966,43,0,1,29.2203
influencer,1.1387,9,0,0,0.0
jkl,0.1205,1,0,0,0.0
social,2.1741,94,2,0,0.0
,0.0048,0,0,0,0.0
jkl,0.8314,11,0,1,19.7254
search,2.9513,96,2,0,0.0
influencer,4.5025,79,2,0,0.0
jkl,0.8721,13,0,1,54.8618
social,8.0294,356,9,3,133.0952
,0.0072,0,0,0,0.0
social,0.0,0,0,0,0.0
social,0.0001,0,0,0,0.0
jkl,0.0106,0,0,0,0.0
search,5.5359,58,1,39,1555.5756
influencer,12.4486,37,0,11,605.8301
social,99.6476,704,17,473,23835.7786
search,0.0377,1,0,0,0.0
influencer,0.0072,0,0,0,0.0
social,0.2154,4,0,0,0.0
search,0.3281,4,0,0,0.0
influencer,0.46,3,0,0,0.0
social,5.0651,110,2,20,2227.792
search,6.0262,51,1,12,976.4136
influencer,226.0535,3317,88,2016,91286.7857
jkl,9.7458,139,3,184,6078.6369
social,95.1035,394,10,300,16360.202
search,0.0133,3,0,0,0.0
influencer,0.6061,3,0,0,0.0
jkl,0.0406,0,0,0,0.0
social,0.1571,0,0,0,0.0
search,0.2888,10,0,5,133.38
influencer,12.879,376,9,47,1514.9366
jkl,0.6382,19,0,4,161.6407
social,4.011,42,1,1,95.8539
jkl,1.0721,8,0,13,376.1913
search,11.2235,73,1,33,1238.837
influencer,34.8168,339,7,252,13463.5437
jkl,1.4732,13,0,8,105.1055
social,157.1906,721,19,824,44766.9307
jkl,0.0049,0,0,0,0.0
search,0.0429,0,0,0,0.0
influencer,0.12,0,0,0,0.0
jkl,0.0056,0,0,0,0.0
social,0.3811,14,0,1,11.7546
jkl,0.1201,1,0,0,0.0
search,0.9643,17,0,0,0.0
influencer,1.4961,37,0,1,23.4598
jkl,0.1082,1,0,4,146.5765
social,9.8577,124,2,16,766.8016
search,0.1816,0,0,0,0.0
influencer,0.2361,1,0,5,67.2736
jkl,0.0067,0,0,0,0.0
social,0.4938,3,0,3,22.4382
social,0.0005,0,0,0,0.0
search,0.0141,0,0,0,0.0
influencer,0.0129,0,0,0,0.0
jkl,0.0006,0,0,0,0.0
social,0.0396,1,0,0,0.0
social,42.0047,218,5,237,11850.7839
social,0.0694,4,0,0,0.0
social,2.3502,42,0,11,200.6948
search,2.3019,11,0,10,585.5236
influencer,9.4517,44,1,27,961.7946
jkl,0.1564,2,0,0,0.0
social,9.8541,60,1,51,2225.6789
search,0.009,0,0,0,0.0
influencer,0.0146,0,0,0,0.0
jkl,0.0007,0,0,0,0.0
social,0.0229,0,0,0,0.0
search,0.1748,2,0,0,0.0
influencer,0.4087,7,0,0,0.0
jkl,0.0125,0,0,0,0.0
social,0.7294,6,0,2,89.2999
jkl,3.3035,34,0,8,850.1416
search,20.2234,155,3,111,5403.3345
influencer,191.743,1308,33,943,45228.5436
jkl,3.7448,38,0,17,716.0366
social,95.8786,438,11,489,20170.2162
,0.0168,0,0,0,0.0
jkl,0.0203,0,0,0,0.0
search,0.0845,1,0,0,0.0
influencer,0.2273,6,0,0,0.0
jkl,0.014,0,0,0,0.0
social,0.1918,4,0,0,0.0
jkl,0.3375,9,0,0,0.0
search,1.1437,31,0,5,147.2219
influencer,8.7585,139,3,14,673.7924
jkl,0.3303,3,0,1,20.9826
social,5.0159,90,2,11,932.3336
,0.0008,0,0,0,0.0
social,0.0153,0,0,0,0.0
social,0.0031,0,0,0,0.0
search,0.3641,2,0,1,41.6906
influencer,0.0441,0,0,0,0.0
social,4.1947,48,1,3,185.2156
jkl,0.006,0,0,0,0.0
search,0.4049,14,0,0,0.0
influencer,0.0178,0,0,0,0.0
social,1.6111,67,1,0,0.0
search,0.8239,56,1,0,0.0
influencer,0.0602,0,0,0,0.0
social,5.2096,267,7,1,27.1844
search,0.346,4,0,0,0.0
influencer,7.3404,83,2,7,351.3402
jkl,1.2433,8,0,1,25.8575
social,4.4803,24,0,3,232.5921
search,0.2776,3,0,0,0.0
influencer,2.2051,12,0,2,48.9687
jkl,0.0977,0,0,0,0.0
social,0.7887,24,0,0,0.0
search,0.8172,40,0,0,0.0
influencer,9.9578,232,6,1,73.9774
jkl,0.6108,13,0,0,0.0
social,3.2593,139,3,0,0.0
jkl,0.0443,0,0,0,0.0
search,0.5895,9,0,0,0.0
influencer,1.7156,11,0,1,9.2654
jkl,0.0867,0,0,0,0.0
social,7.9822,70,1,8,387.664
jkl,0.1029,0,0,0,0.0
search,0.3663,18,0,0,0.0
influencer,0.6815,11,0,0,0.0
jkl,0.0028,0,0,0,0.0
social,1.6302,80,1,0,0.0
jkl,0.3361,2,0,0,0.0
search,1.0733,41,0,0,0.0
influencer,3.0975,66,1,0,0.0
jkl,0.0171,1,0,0,0.0
social,6.8182,315,7,0,0.0
search,0.0153,0,0,0,0.0
influencer,0.0021,0,0,0,0.0
social,0.016,0,0,0,0.0
search,0.009,0,0,0,0.0
influencer,0.0075,0,0,0,0.0
social,0.0049,1,0,0,0.0
search,0.0214,0,0,0,0.0
influencer,0.0221,0,0,0,0.0
social,0.0148,0,0,0,0.0
social,2.7392,37,0,9,647.0572
social,0.5725,32,0,1,89.3274
social,2.7154,191,4,0,0.0
search,0.1019,5,0,3,512.3726
influencer,0.0972,0,0,0,0.0
jkl,0.0225,0,0,0,0.0
social,0.4676,4,0,0,0.0
search,0.1136,9,0,0,0.0
influencer,0.1162,1,0,0,0.0
jkl,0.0019,0,0,0,0.0
social,0.091,3,0,0,0.0
search,0.256,20,0,0,0.0
influencer,0.0901,0,0,0,0.0
jkl,0.0191,0,0,0,0.0
social,0.371,19,0,0,0.0
jkl,0.1581,0,0,0,0.0
search,0.9231,8,0,2,71.2855
influencer,2.3183,9,0,0,0.0
jkl,0.3904,1,0,0,0.0
social,4.9152,43,1,6,257.7118
,0.0016,0,0,0,0.0
jkl,0.3027,0,0,0,0.0
search,0.5838,16,0,0,0.0
influencer,0.67,3,0,0,0.0
jkl,0.03,1,0,0,0.0
social,1.0973,77,1,0,0.0
jkl,0.7592,7,0,0,0.0
search,1.853,76,1,0,0.0
influencer,2.3431,27,0,0,0.0
jkl,0.3136,8,0,0,0.0
social,4.1013,224,6,0,0.0
,0.0032,0,0,0,0.0
social,0.0001,0,0,0,0.0
jkl,0.0326,0,0,0,0.0
search,4.2214,38,0,21,902.3133
influencer,9.4582,27,0,17,583.2293
social,71.575,420,10,428,19634.6075
search,0.0171,0,0,0,0.0
influencer,0.0047,0,0,0,0.0
social,0.1724,0,0,0,0.0
jkl,0.001,0,0,0,0.0
search,0.2373,8,0,0,0.0
influencer,0.3639,0,0,0,0.0
social,3.5543,72,1,14,588.7998
search,4.8949,35,0,20,834.2402
influencer,158.6359,1827,48,1491,71857.7
jkl,6.2574,58,1,67,2431.1339
social,62.9137,227,5,240,12417.7441
search,0.0158,0,0,0,0.0
influencer,0.3561,5,0,0,0.0
jkl,0.033,0,0,0,0.0
social,0.0641,0,0,0,0.0
search,0.2306,6,0,1,61.0729
influencer,7.9249,179,4,14,1045.2681
jkl,0.4516,11,0,1,63.8757
social,1.9797,23,0,1,47.3736
jkl,1.0568,3,0,0,0.0
search,9.589,44,1,81,3161.2479
influencer,35.6636,308,7,222,12001.3535
jkl,0.6592,2,0,3,49.0415
social,118.4279,481,11,670,32674.7558
jkl,0.0021,0,0,0,0.0
search,0.0292,2,0,0,0.0
influencer,0.1197,1,0,0,0.0
jkl,0.0013,0,0,0,0.0
social,0.3144,14,0,1,382.7349
jkl,0.1055,3,0,0,0.0
search,0.7474,10,0,0,0.0
influencer,1.5725,45,1,0,0.0
jkl,0.0299,0,0,0,0.0
social,6.3631,90,2,22,1057.3678
search,0.1889,1,0,1,88.8135
influencer,0.2358,0,0,0,0.0
jkl,0.002,0,0,0,0.0
social,0.4244,2,0,0,0.0
search,0.0033,0,0,0,0.0
influencer,0.0142,0,0,0,0.0
social,0.0016,0,0,0,0.0
search,0.0106,0,0,0,0.0
influencer,0.0119,0,0,0,0.0
jkl,0.0027,0,0,0,0.0
social,0.0174,0,0,0,0.0
social,31.6884,194,4,188,10165.8417
social,0.0776,3,0,1,34.5218
social,1.5416,26,0,9,257.4307
search,2.2005,16,0,46,1500.5058
influencer,6.4269,27,0,17,2304.7633
jkl,0.085,0,0,0,0.0
social,7.2472,52,1,48,2262.2159
search,0.0028,0,0,0,0.0
influencer,0.0112,0,0,0,0.0
jkl,0.0008,0,0,0,0.0
social,0.0076,0,0,0,0.0
search,0.081,0,0,0,0.0
influencer,0.288,3,0,0,0.0
jkl,0.0093,0,0,0,0.0
social,0.2927,1,0,0,0.0
jkl,1.6287,15,0,33,1094.7335
search,15.7909,75,1,34,1834.9101
influencer,147.782,767,20,704,32913.1266
jkl,1.6988,20,0,40,2212.272
social,77.2937,329,8,413,21358.8288
,0.0048,0,0,0,0.0
jkl,0.0071,0,0,0,0.0
search,0.0458,0,0,0,0.0
influencer,0.1675,0,0,0,0.0
jkl,0.0042,0,0,0,0.0
social,0.1926,4,0,0,0.0
jkl,0.142,3,0,0,0.0
search,0.9301,20,0,4,249.2138
influencer,6.3146,84,1,17,851.3993
jkl,0.138,9,0,0,0.0
social,3.6768,62,1,10,812.2145
,0.0008,0,0,0,0.0
social,0.0015,0,0,0,0.0
search,0.268,3,0,0,0.0
influencer,0.0213,0,0,0,0.0
social,3.105,32,0,4,586.4327
jkl,0.0041,0,0,0,0.0
search,0.2779,12,0,0,0.0
influencer,0.0161,0,0,0,0.0
social,1.0982,37,0,0,0.0
jkl,0.0095,0,0,0,0.0
search,0.5546,15,0,0,0.0
influencer,0.0348,0,0,0,0.0
social,3.5727,216,5,0,0.0
search,0.328,7,0,0,0.0
influencer,5.5787,49,1,10,2793.9077
jkl,0.9231,6,0,1,209.1821
social,3.1734,19,0,0,0.0
search,0.2368,7,0,0,0.0
influencer,1.4751,15,0,0,0.0
jkl,0.043,0,0,0,0.0
social,0.5169,12,0,0,0.0
search,0.6609,20,0,0,0.0
influencer,6.3232,128,3,1,149.1482
jkl,0.3411,17,0,0,0.0
social,2.1023,82,2,0,0.0
jkl,0.0277,0,0,0,0.0
search,0.5542,10,0,1,64.2175
influencer,1.4683,12,0,0,0.0
jkl,0.0349,0,0,0,0.0
social,5.8686,67,1,8,1149.5627
jkl,0.0809,0,0,0,0.0
search,0.3327,10,0,0,0.0
influencer,0.5176,5,0,0,0.0
jkl,0.0022,0,0,0,0.0
social,0.9353,50,1,2,72.5848
jkl,0.1887,3,0,0,0.0
search,0.878,38,0,0,0.0
influencer,2.1027,58,1,0,0.0
jkl,0.011,0,0,0,0.0
social,4.1299,224,5,0,0.0
search,0.0103,0,0,0,0.0
influencer,0.0068,0,0,0,0.0
social,0.013,0,0,0,0.0
search,0.0084,0,0,0,0.0
influencer,0.0125,0,0,0,0.0
social,0.006,0,0,0,0.0
search,0.017,2,0,0,0.0
influencer,0.0125,0,0,0,0.0
social,0.0131,0,0,0,0.0
social,2.3187,43,1,3,338.3683
social,0.4493,40,0,0,0.0
social,2.1385,106,2,0,0.0
search,0.105,0,0,0,0.0
influencer,0.0769,0,0,0,0.0
jkl,0.0067,0,0,0,0.0
social,0.298,2,0,0,0.0
search,0.0912,4,0,0,0.0
influencer,0.0651,1,0,0,0.0
jkl,0.0008,0,0,0,0.0
social,0.0603,6,0,0,0.0
search,0.2208,15,0,0,0.0
influencer,0.0576,0,0,0,0.0
jkl,0.0098,0,0,0,0.0
social,0.2332,7,0,0,0.0
jkl,0.0544,0,0,0,0.0
search,0.7748,16,0,0,0.0
influencer,1.7084,12,0,1,41.0297
jkl,0.2103,3,0,0,0.0
social,3.8287,27,0,2,596.0323
,0.0008,0,0,0,0.0
jkl,0.146,0,0,0,0.0
search,0.4677,18,0,0,0.0
influencer,0.445,5,0,0,0.0
jkl,0.0117,0,0,0,0.0
social,0.7884,48,1,0,0.0
jkl,0.4101,0,0,0,0.0
search,1.4257,47,1,0,0.0
influencer,1.4888,20,0,1,30.639
jkl,0.1197,3,0,0,0.0
social,2.8051,157,3,0,0.0
,0.0016,0,0,0,0.0
social,0.0,0,0,0,0.0
jkl,0.0085,0,0,0,0.0
search,1.4513,13,0,12,410.1307
influencer,3.1966,11,0,18,579.2355
social,26.8479,204,4,192,8498.9584
search,0.0043,0,0,0,0.0
influencer,0.004,0,0,0,0.0
social,0.0686,1,0,0,0.0
search,0.1132,19,0,0,0.0
influencer,0.1003,0,0,0,0.0
social,1.3839,85,2,6,381.5286
search,5.3199,39,1,37,1394.6609
influencer,154.2699,2173,48,1430,68529.6112
jkl,6.1862,66,1,55,2114.4308
social,49.7965,244,5,194,12502.8004
search,0.0106,0,0,0,0.0
influencer,0.3807,2,0,1,639.2223
jkl,0.018,0,0,0,0.0
social,0.0864,1,0,2,35.3148
search,0.4712,10,0,2,70.7561
influencer,8.2749,224,6,47,1905.5329
jkl,0.4548,9,0,0,0.0
social,2.6849,39,0,2,191.8323
jkl,1.1645,11,0,13,551.1068
search,9.7919,67,1,61,1685.3891
influencer,35.3038,344,8,215,7826.7347
jkl,0.5516,2,0,0,0.0
social,118.6528,602,15,602,28856.5967
jkl,0.0005,0,0,0,0.0
search,0.0467,0,0,0,0.0
influencer,0.1762,1,0,0,0.0
jkl,0.0008,0,0,0,0.0
social,0.3463,4,0,1,36.6683
jkl,0.0942,1,0,0,0.0
search,0.8158,13,0,15,613.9427
influencer,1.7535,29,0,2,29.4085
jkl,0.0308,1,0,0,0.0
social,6.6698,71,1,19,1286.6044
search,0.1419,1,0,2,123.4721
influencer,0.2261,0,0,4,32.0335
jkl,0.004,0,0,0,0.0
social,0.463,0,0,0,0.0
search,0.0009,0,0,0,0.0
social,0.0004,0,0,0,0.0
search,0.0173,2,0,0,0.0
influencer,0.0251,0,0,0,0.0
jkl,0.0006,0,0,0,0.0
social,0.0182,1,0,1,181.756
social,31.9834,220,5,243,11212.4671
social,0.0919,0,0,0,0.0
social,1.7041,38,0,5,179.001
search,2.224,15,0,13,376.9178
influencer,6.6512,25,0,19,826.1822
jkl,0.0552,0,0,0,0.0
social,7.0681,54,1,51,3358.9729
search,0.0056,0,0,0,0.0
influencer,0.0142,0,0,0,0.0
jkl,0.0003,0,0,0,0.0
social,0.0192,1,0,3,363.8341
search,0.1017,1,0,0,0.0
influencer,0.3337,8,0,5,121.599
jkl,0.0053,0,0,0,0.0
social,0.3276,2,0,0,0.0
jkl,1.5653,20,0,9,790.1956
search,15.2218,87,2,44,1932.9052
influencer,146.849,1014,23,811,42606.7904
jkl,1.7002,26,0,46,3139.2633
social,78.3353,384,9,449,17866.5265
,0.0032,0,0,0,0.0
jkl,0.0038,0,0,0,0.0
search,0.0628,0,0,0,0.0
influencer,0.2939,1,0,0,0.0
jkl,0.003,0,0,0,0.0
social,0.2143,1,0,0,0.0
jkl,0.1382,0,0,0,0.0
search,1.1055,14,0,6,49.4107
influencer,7.1757,82,1,15,965.2843
jkl,0.148,4,0,0,0.0
social,3.9047,52,1,4,283.9748
social,0.0022,0,0,0,0.0
search,0.097,6,0,0,0.0
influencer,0.0065,0,0,0,0.0
social,1.1624,31,0,1,277.2546
search,0.0825,10,0,0,0.0
influencer,0.002,0,0,0,0.0
social,0.3958,45,1,0,0.0
jkl,0.0015,0,0,0,0.0
search,0.1727,26,0,0,35.7472
influencer,0.0096,1,0,0,0.0
social,1.205,203,5,0,2.7263
search,0.3842,5,0,0,0.0
influencer,5.4437,33,0,1,166.7996
jkl,0.9037,13,0,0,0.0
social,2.8352,28,0,1,102.6086
search,0.2387,5,0,0,0.0
influencer,1.3382,10,0,0,0.0
jkl,0.0345,0,0,0,0.0
social,0.5483,17,0,0,0.0
search,0.7124,31,0,0,0.0
influencer,5.7801,147,3,0,0.0
jkl,0.2963,10,0,0,0.0
social,2.1069,86,2,1,19.0017
jkl,0.0309,0,0,0,0.0
search,0.5535,6,0,0,0.0
influencer,1.6372,15,0,3,337.8937
jkl,0.0369,0,0,0,0.0
social,5.9656,71,1,6,432.4652
jkl,0.0683,0,0,0,0.0
search,0.3188,14,0,0,0.0
influencer,0.4179,16,0,0,0.0
jkl,0.0024,0,0,0,0.0
social,1.003,36,0,0,0.0
jkl,0.2152,3,0,0,0.0
search,0.874,39,1,0,0.0
influencer,1.9114,73,1,0,0.0
jkl,0.0135,0,0,0,0.0
social,4.0942,165,4,2,118.9997
search,0.0126,1,0,0,0.0
influencer,0.0049,0,0,0,0.0
social,0.016,0,0,0,0.0
search,0.0065,0,0,0,0.0
influencer,0.0049,0,0,0,0.0
social,0.0057,0,0,0,0.0
search,0.0185,0,0,0,0.0
influencer,0.0115,0,0,0,0.0
social,0.0161,0,0,0,0.0
social,2.3831,36,0,6,990.9217
social,0.5232,23,0,0,0.0
social,2.0359,154,3,0,0.0
search,0.1011,1,0,0,0.0
influencer,0.0678,0,0,0,0.0
jkl,0.0166,0,0,0,0.0
social,0.3427,2,0,0,0.0
search,0.0913,13,0,0,0.0
influencer,0.0928,0,0,0,0.0
social,0.0585,3,0,0,0.0
search,0.2195,12,0,0,0.0
influencer,0.0992,0,0,0,0.0
jkl,0.0076,0,0,0,0.0
social,0.2157,11,0,0,0.0
jkl,0.0818,0,0,0,0.0
search,0.7637,9,0,0,0.0
influencer,1.6674,7,0,2,41.7362
jkl,0.2069,3,0,0,0.0
social,3.7935,35,0,2,56.9705
jkl,0.1449,1,0,0,0.0
search,0.4432,12,0,0,0.0
influencer,0.3467,1,0,0,0.0
jkl,0.0112,0,0,0,0.0
social,0.8143,51,1,0,0.0
jkl,0.344,2,0,0,0.0
search,1.2385,52,1,0,0.0
influencer,1.2966,29,0,0,0.0
jkl,0.0873,7,0,0,0.0
social,2.6006,153,3,3,291.9834
,0.0008,0,0,0,0.0
social,0.0001,0,0,0,0.0
social,0.0001,0,0,0,0.0
jkl,0.0011,0,0,0,0.0
search,0.193,1,0,1,112.8559
influencer,0.3676,0,0,0,25.8447
social,3.0186,19,0,17,787.7836
search,0.0009,0,0,0,0.0
influencer,0.0005,0,0,0,0.0
social,0.0092,3,0,0,0.0
search,0.0112,18,0,0,0.0
influencer,0.0146,1,0,0,0.0
social,0.1777,76,1,0,14.9788
search,4.9535,37,0,25,894.0833
influencer,175.1472,2003,51,1415,69171.0218
jkl,6.5394,69,1,31,1546.8511
social,42.959,175,4,193,8271.8795
search,0.0153,0,0,0,0.0
influencer,0.452,11,0,0,0.0
jkl,0.028,1,0,0,0.0
social,0.0957,3,0,1,8.5811
search,0.2576,5,0,0,0.0
influencer,9.1892,259,5,39,1589.1935
jkl,0.4518,17,0,3,214.4192
social,2.1637,25,0,19,918.0441
jkl,0.8769,4,0,0,0.0
search,9.8886,58,1,48,2211.9952
influencer,35.623,282,6,172,7868.9703
jkl,0.6864,1,0,7,757.437
social,114.2834,551,12,593,25892.8407
jkl,0.0032,0,0,0,0.0
search,0.039,2,0,0,0.0
influencer,0.1463,1,0,0,0.0
jkl,0.0074,0,0,0,0.0
social,0.417,6,0,0,0.0
jkl,0.0775,1,0,0,0.0
search,0.7716,14,0,4,89.3334
influencer,1.6994,47,1,4,156.1974
jkl,0.0472,0,0,0,0.0
social,6.7762,109,2,21,822.4947
search,0.2473,0,0,4,46.0742
influencer,0.3271,0,0,0,0.0
