category,cost,orders
search,2.7302,6
influencer,20.3252,6
social,0.3078,0
search,0.172,0
social,33752.8,5
influencer,0.402,0
jkl,8.8082,138
influencer,0.0125,0
jkl,0.6789,1
search,1.3085,6
social,0.5724,0
social,0.0864,2
social,0.0184,0
influencer,0.0016,0
influencer,2.3298,4
social,18.5833,14
influencer,0.0204,0
search,0.5533,0
jkl,0.008,0
search,1.7306,0
influencer,1.3536,0
influencer,130.3901,1081
jkl,0.0015,0
search,0.1431,0
jkl,0.0006,0
search,0.1858,2
jkl,1.6423,0
jkl,0.0157,0
social,29081.1,9
search,1.7683,0
social,332.6289,711
social,0.0005,0
social,2.6863,0
search,0.0445,0
search,61.4023,110
influencer,4.2846,36
social,54.9935,263
influencer,0.4328,0
social,6.778,6
search,1.3907,0
search,0.1471,0
,0.0032,0
influencer,44.644,344
influencer,14.4189,6
search,0.1452,0
influencer,1.0565,1
search,0.3044,0
influencer,5.4123,6
social,0.0127,0
jkl,0.0025,0
influencer,1.9134,1
search,0.0106,0
search,0.1629,0
jkl,0.0104,0
search,1.0764,2
social,0.9617,3
influencer,82452.0,24
influencer,1.5851,10
social,0.1739,0
jkl,0.0357,0
search,0.0424,0
jkl,0.0313,0
social,0.0148,0
search,1.7094,1
social,4.1619,9
jkl,0.006,0
search,42.5027,52
search,0.0298,0
social,0.2595,1
jkl,0.0241,0
jkl,0.031,0
jkl,0.0046,0
search,0.0042,0
influencer,0.4171,1
social,0.2162,0
search,0.0961,0
social,2.5325,0
social,10.9469,13
social,4.5505,0
search,0.0158,0
search,0.1054,0
influencer,0.1273,0
influencer,0.8368,0
search,0.7069,0
search,0.0164,0
search,70.9133,169
jkl,0.1408,0
social,2.6077,0
search,0.3429,0
search,1.1231,9
jkl,3.1861,15
social,14.9093,16
social,0.0766,0
social,38.6933,268
social,0.6038,1
influencer,226.0535,2016
jkl,12.5282,110
jkl,0.147,0
search,0.3867,0
social,15.698,27
social,0.2234,0
jkl,0.2581,0
influencer,0.0747,0
,0.0032,0
social,0.2784,0
social,1.5071,2
jkl,0.006,0
influencer,1.4918,9
social,1.2576,8
influencer,0.436,0
influencer,0.1429,0
influencer,0.0085,0
influencer,0.0417,0
jkl,0.2328,0
social,0.006,0
search,0.2036,0
jkl,0.0078,0
social,3.2068,2
social,0.0036,0
jkl,0.5039,2
influencer,0.0807,0
social,0.0004,0
influencer,0.4518,1
social,74.1466,217
jkl,0.1223,0
search,0.3261,0
search,0.1984,0
search,1.1933,4
search,0.3881,0
influencer,0.2059,0
social,0.0003,0
jkl,0.1282,0
influencer,156.6477,107
influencer,0.5586,1
influencer,0.3594,0
search,0.1069,0
jkl,0.0405,0
jkl,0.0058,0
influencer,0.8109,0
jkl,27.306,171
jkl,0.5284,0
social,0.0746,0
jkl,0.0007,0
social,9.3004,10
search,0.0132,0
jkl,0.0308,0
social,0.2565,0
influencer,10.4247,69
social,15.5167,29
jkl,1.6452,15
influencer,31.062,59
social,0.0007,0
social,1.3839,6
social,2.32,1
social,0.305,0
influencer,0.0312,0
influencer,0.0908,0
influencer,7.4961,4
jkl,0.1888,0
search,0.2387,0
social,5.266,2
influencer,204.295,2509
influencer,12.5743,58
jkl,1.4239,4
social,0.0003,0
social,6.2643,4
jkl,0.0053,0
social,0.0,0
search,0.0027,0
social,4.3304,3
jkl,3.7383,1
jkl,0.006,0
social,5.7363,0
search,1.6101,0
search,0.4491,0
jkl,0.0086,0
influencer,0.0023,0
social,0.1071,0
jkl,0.0666,0
search,8.0284,16
influencer,0.0072,0
social,15.9219,28
influencer,0.0141,0
jkl,0.0107,0
jkl,0.0342,0
social,1.0791,3
search,0.0084,0
jkl,1.4566,6
jkl,0.5984,0
social,5.9326,4
jkl,0.003,0
jkl,0.1558,0
social,12.9572,33
influencer,1.1071,0
social,3.1572,2
social,3.9015,5
influencer,204.9095,1471
jkl,0.0977,0
jkl,3.385,6
jkl,0.3825,0
social,2.1293,3
jkl,18.4827,177
search,0.4508,0
jkl,0.079,0
search,0.0134,0
influencer,1.5119,0
search,0.1074,0
jkl,7.23,9
influencer,5.273,3
social,0.0009,0
search,0.0959,0
influencer,0.9596,3
influencer,16.4987,22
social,118.4279,670
influencer,1.8454,1
influencer,395.9902,2554
social,0.0412,0
social,2.0359,0
social,1.5699,1
influencer,0.0032,0
search,11.1274,8
influencer,8.3755,11
social,1.3517,0
search,0.4904,2
jkl,0.0071,0
search,3.294,11
influencer,31.0553,22
social,3.1352,1
,0.0062,0
social,0.537,10
influencer,0.0421,0
jkl,1.8527,0
influencer,0.0553,0
search,0.464,0
social,312844.0,72
media,8087.73,3
influencer,0.8186,0
search,1.3294,4
social,6.3129,3
jkl,0.0834,0
influencer,0.2074,0
social,87.0323,307
social,0.2504,0
influencer,0.6866,1
social,33474.7,9
influencer,5.0014,10
social,3.1586,4
search,0.6851,0
social,0.0161,0
jkl,0.0022,0
jkl,0.0155,0
jkl,1.9487,32
,0.004,0
jkl,0.0045,0
jkl,1.1969,0
social,5.7815,0
influencer,0.7478,0
jkl,0.0046,0
jkl,0.5089,0
social,1.3278,0
influencer,7.5468,8
,0.0006,0
search,0.4579,0
influencer,146.5379,726
social,3.688,9
search,0.0004,0
jkl,0.0002,0
social,0.0074,0
jkl,0.3641,2
influencer,1.6852,0
social,1.0172,1
social,0.2293,0
jkl,0.0163,0
jkl,0.0067,0
jkl,0.007,0
search,0.7263,0
jkl,0.016,0
search,0.5995,0
search,1.1207,0
social,0.3782,0
search,0.0062,0
social,0.4095,1
social,8.1571,20
search,6.3298,14
influencer,0.0042,0
jkl,0.0369,0
social,0.0003,0
influencer,1.0961,0
search,0.0043,0
search,0.4492,0
search,0.373,0
social,0.0464,0
jkl,0.0031,0
search,1.0371,1
jkl,0.2366,0
jkl,0.0437,0
search,0.014,0
jkl,0.5282,5
jkl,0.3731,1
jkl,0.6932,1
search,1.3546,1
social,6747.94,2
influencer,10.0405,36
social,0.0251,0
search,0.0006,0
social,149.3396,395
search,0.0032,0
jkl,0.0003,0
social,1.5463,1
jkl,0.0081,0
influencer,0.0692,0
influencer,0.5176,0
influencer,0.0331,0
search,2.7078,4
search,0.3129,0
search,0.0661,0
,0.0032,0
social,0.0179,0
social,0.9717,0
social,0.0188,0
influencer,10.01,26
influencer,13.8025,12
social,0.0002,0
search,0.7101,1
influencer,0.0432,0
social,0.0244,2
jkl,0.3091,0
search,0.3433,0
social,3.2504,1
social,0.0882,0
search,0.2789,0
jkl,0.0003,0
jkl,0.0054,0
jkl,0.0188,0
influencer,0.0274,0
social,1.6221,0
influencer,1.385,2
social,15.6939,11
influencer,1.0807,0
influencer,0.1866,0
jkl,0.4937,1
social,0.4969,0
search,0.9978,3
social,0.752,0
jkl,0.0287,0
jkl,0.0021,0
jkl,0.0045,0
jkl,0.1086,0
social,1.505,0
search,0.1291,0
social,0.9593,0
social,0.04,0
jkl,0.0006,0
social,94.5339,353
search,0.8279,0
social,1.6304,0
influencer,0.0921,0
jkl,0.7903,2
search,0.1756,0
search,1.8461,0
search,0.8757,0
influencer,0.0224,0
jkl,0.0084,0
jkl,0.015,0
influencer,0.0289,0
influencer,0.9476,0
influencer,3.7029,0
influencer,0.0212,0
search,0.8655,0
influencer,12.2499,13
influencer,0.0121,0
influencer,0.0395,0
social,1.0455,0
search,2.6383,3
influencer,0.4231,0
search,1.7738,4
search,0.0213,0
jkl,0.3242,2
social,0.0142,0
jkl,0.0186,0
influencer,0.004,0
search,0.0126,0
search,0.0939,0
influencer,2.2638,0
search,0.166,0
social,26.1913,34
influencer,0.1197,0
social,5.327,4
jkl,0.0131,0
search,0.1972,0
social,242.1208,710
search,0.0214,0
search,0.0378,0
influencer,0.6909,4
search,46.4021,72
search,0.1774,0
search,2.6378,0
social,2.2367,6
influencer,0.0247,0
social,93.0276,363
search,0.7643,0
influencer,212.8685,838
influencer,0.0054,0
search,0.0077,0
search,0.0224,0
search,0.3488,0
influencer,0.0664,0
,0.0096,0
jkl,0.9737,0
social,0.4966,0
search,0.0027,0
search,0.0168,0
influencer,112.5876,693
search,0.2389,0
influencer,21.082,80
social,5.274,3
search,0.6336,0
influencer,0.5903,0
jkl,0.0201,0
search,1.1079,1
social,171332.0,19
search,0.505,3
search,1.487,1
influencer,0.0033,0
influencer,0.0244,0
jkl,0.0253,1
social,0.0015,0
,0.0034,0
search,0.7991,0
social,5.3919,1
search,0.003,0
search,0.7637,0
jkl,1.318,0
jkl,0.0064,0
jkl,5.8577,15
jkl,0.0011,0
jkl,0.0045,0
search,0.0483,0
search,0.7001,4
search,21.704,114
social,0.0029,0
search,0.137,0
social,2.4225,5
social,2.1384,0
influencer,6.1056,11
influencer,0.0048,0
social,4.7089,2
search,1.8251,2
social,18385.3,4
search,0.2744,0
social,0.0006,0
social,0.1724,0
jkl,0.5272,0
social,114.7405,300
jkl,0.3038,0
social,99.1206,622
search,79.5176,95
social,141.4713,348
jkl,0.0006,0
search,0.0109,0
jkl,0.0045,0
social,0.7209,0
social,8.7563,3
search,0.1835,0
influencer,0.0504,0
influencer,1.5297,0
social,3.6759,5
influencer,161.1869,1520
social,308.8547,874
influencer,0.3293,1
search,1.618,1
social,8.5472,18
influencer,0.6474,1
influencer,0.1252,0
influencer,1.1145,0
social,3.7351,2
jkl,0.0241,0
,0.0024,0
jkl,0.0075,0
search,14.0358,13
influencer,142.9453,145
jkl,0.0188,0
social,0.0007,0
search,2.7446,0
social,0.0006,0
influencer,4.9858,3
jkl,2.4218,6
social,0.0114,0
jkl,6.6454,66
social,0.0033,0
search,0.1008,0
jkl,1.631,3
social,2.5474,6
,0.0008,0
,0.008,0
jkl,0.0008,0
search,0.2168,0
jkl,0.6108,0
social,0.226,0
jkl,0.1268,1
jkl,0.0641,1
search,0.0105,0
search,0.0392,0
search,22.2597,29
,0.0024,0
search,3.5874,34
,0.0008,0
social,0.298,0
influencer,0.0464,0
jkl,0.0007,0
search,0.3954,0
social,0.0036,0
influencer,13.0631,64
search,3.0889,3
jkl,0.7641,0
social,0.4057,0
search,0.0074,0
influencer,288.8021,1098
search,39.7128,109
influencer,0.0005,0
search,0.1299,0
search,0.002,1
jkl,0.1882,0
social,157.6495,790
social,0.1784,0
search,0.1328,0
jkl,0.0445,0
jkl,0.0362,0
social,0.0175,0
influencer,0.566,0
jkl,0.0542,0
jkl,0.0257,0
jkl,2.1894,24
search,0.1816,0
social,38.9742,40
social,1.7771,1
influencer,0.0455,0
search,1.1304,0
social,2.1547,0
influencer,306.0007,2153
influencer,335.592,1052
search,4.7339,28
influencer,0.0157,0
social,6.5315,3
jkl,0.0018,0
influencer,4.0341,3
social,8.2624,29
jkl,0.481,0
social,358.2631,859
influencer,0.0601,0
social,63.4041,513
social,1.3587,1
social,0.0008,0
social,2.946,6
influencer,201.0921,2650
jkl,0.0015,0
jkl,0.3192,0
social,357.4705,629
social,4.5918,1
,0.0102,0
social,0.6635,0
jkl,0.001,0
social,0.4843,0
jkl,2.0583,5
influencer,0.4937,0
jkl,2.4012,17
social,346.3546,594
social,0.0601,0
jkl,0.5437,3
social,0.2155,3
influencer,1.0519,0
search,0.8959,0
social,8.4944,21
search,0.0238,0
jkl,0.0279,2
social,0.031,0
social,0.0273,0
social,3.6769,3
influencer,0.3698,0
influencer,0.1384,0
jkl,0.0015,0
influencer,3.7541,0
influencer,0.0751,1
jkl,0.0271,0
search,0.3149,0
social,2.5823,1
search,0.0017,0
search,3.1085,0
search,0.6431,0
jkl,0.021,0
influencer,170.6392,1194
social,2403.54,1
influencer,313.3708,1310
jkl,0.011,0
social,0.0013,0
social,8.7674,38
jkl,0.02,0
social,5.1639,4
influencer,0.574,0
jkl,0.012,0
social,20.2326,29
influencer,0.456,1
jkl,0.0355,0
influencer,0.0057,0
social,0.2827,0
search,0.8846,0
social,4.4926,21
search,0.7444,0
social,1.2807,7
social,6.7723,33
influencer,0.2274,0
social,4.8145,0
jkl,0.0307,0
jkl,0.0011,0
social,4.3767,2
jkl,1.0846,10
influencer,5.8325,6
jkl,0.024,0
jkl,10.2019,82
jkl,0.0114,0
influencer,0.0229,0
search,0.7926,0
search,0.0016,0
search,0.1177,0
influencer,0.7228,0
social,0.02,0
jkl,0.0112,0
search,0.8228,0
social,3.6721,0
search,1.5673,1
social,0.0119,0
influencer,0.3777,1
social,2304.01,1
influencer,3.2628,0
social,0.1833,0
search,0.3432,0
search,0.4804,0
influencer,0.3913,0
jkl,8.4842,76
influencer,1.8155,4
social,96.2301,482
influencer,235.6431,1974
social,4.545,2
influencer,365.5754,2595
jkl,0.0499,0
social,4.4593,2
jkl,0.1937,1
social,3.3134,5
social,0.0012,0
search,5.2685,41
influencer,0.3419,0
social,7.9221,35
search,1.4778,0
social,0.0,0
social,0.2912,0
,0.0016,0
search,0.7819,0
search,1.0682,0
influencer,56.1499,63
search,11446.7,3
search,0.0941,0
search,0.8966,1
search,0.0393,0
search,0.1684,0
search,0.0047,0
search,0.0172,0
influencer,3.6538,4
social,4.2498,18
jkl,0.06,0
social,0.0716,0
influencer,0.0606,0
social,312.1415,672
influencer,0.004,0
influencer,6.4389,19
search,0.4049,0
search,2.0252,1
social,1.8959,0
jkl,0.0013,0
jkl,0.0348,0
social,0.0282,0
search,0.0075,0
influencer,6.0918,29
search,0.0375,0
social,0.3519,0
search,0.3934,0
influencer,12.8249,64
social,0.11,2
social,1.4716,1
social,5.4882,4
social,0.463,0
social,0.0018,0
jkl,0.0164,0
influencer,5.5376,18
social,0.0288,0
search,5.9309,62
search,0.0096,0
social,4.7319,16
jkl,0.0018,0
,0.0008,0
social,3.8059,3
social,2.6598,1
jkl,1.4137,5
jkl,2.0587,0
social,11.1659,53
influencer,0.0866,0
influencer,0.7519,0
jkl,0.0573,0
search,0.9094,13
influencer,1.3346,2
social,0.0049,0
jkl,0.0998,0
jkl,7.8666,1
influencer,43.9566,186
search,0.6926,2
influencer,151480.0,98
social,0.3945,0
social,172.4984,854
influencer,0.0433,0
social,132.7561,401
social,1.9102,0
social,0.5466,0
jkl,0.1564,0
social,0.0201,0
social,1.1271,10
search,0.2384,0
social,0.0157,0
social,0.0127,0
influencer,1.0634,0
social,0.0098,0
jkl,0.006,0
influencer,0.0924,1
jkl,0.0169,0
social,269.423,768
jkl,0.3655,3
influencer,4845.65,1
search,0.0139,0
social,0.0889,0
search,0.0069,0
social,0.8751,1
social,2.1024,2
search,1.0726,5
social,7.7657,10
influencer,0.6349,0
influencer,0.0457,0
social,0.0001,0
search,0.003,0
social,0.0001,0
jkl,0.0062,0
jkl,0.6869,1
jkl,0.0019,0
jkl,0.0023,0
jkl,0.1406,1
influencer,7.6681,0
jkl,0.0065,0
influencer,0.3676,0
jkl,0.2898,2
jkl,13.168,82
jkl,0.0141,0
influencer,26.2022,59
search,0.1471,0
search,0.0007,0
media,46159.8,13
influencer,1.9582,1
search,20.216,98
influencer,0.0265,0
influencer,404285.0,104
search,1.7042,0
influencer,22.4172,256
jkl,0.3416,0
search,2.8842,4
jkl,0.1596,2
social,0.9433,3
influencer,0.5955,1
search,1.1138,1
search,4.9201,4
social,0.6199,0
social,0.0896,0
social,1.7688,17
social,0.0001,0
search,0.5184,0
search,2.4069,0
influencer,0.0012,0
social,12.0917,24
jkl,1.4786,0
influencer,57.6423,51
influencer,52.789,41
jkl,0.4818,0
social,4.8157,4
jkl,0.4184,0
social,0.6261,1
search,0.0003,0
social,14147.9,4
social,0.2564,0
,0.0136,0
jkl,0.0015,0
social,0.4702,0
social,62119.4,11
search,1.1817,2
search,0.0475,0
search,0.9068,0
search,4.4338,1
search,0.0005,0
search,0.8546,6
social,2.092,0
jkl,0.035,0
search,0.0584,0
influencer,1.4,0
social,16300.2,3
influencer,0.0612,0
jkl,0.0015,0
jkl,8.3168,17
influencer,0.6732,0
influencer,0.0057,0
influencer,0.2289,0
,0.0008,0
influencer,6.9178,8
influencer,0.2034,0
jkl,0.0055,0
search,4.6449,31
influencer,0.0529,0
social,0.0032,0
jkl,0.0038,0
jkl,0.0,0
influencer,67.9727,51
influencer,303860.0,182
search,90.0158,120
social,236.6966,776
social,0.1193,0
jkl,0.0425,0
influencer,0.4395,0
influencer,0.0407,0
jkl,0.003,0
influencer,0.0254,1
search,0.7572,3
jkl,0.085,0
social,3.2782,20
social,8.6005,24
influencer,2.2626,0
social,0.0792,0
social,0.0491,0
social,0.0,0
social,3.9754,4
search,0.5464,0
search,1.3754,2
influencer,0.0151,0
influencer,41.4463,292
jkl,0.8353,2
search,0.4144,0
influencer,0.0287,0
social,4138.73,1
search,2.4539,1
social,0.0035,0
social,3.9538,5
search,1.3937,1
search,0.0516,1
social,0.0001,0
jkl,0.003,0
influencer,0.0023,0
search,1.2586,2
social,3.1627,2
social,2.754,5
social,0.7848,1
search,0.0556,0
search,0.3813,0
social,0.002,0
influencer,24.7067,45
jkl,0.0006,0
influencer,50.6293,33
jkl,1.8763,3
search,0.0075,0
search,3.3503,9
jkl,0.0463,0
social,1.4602,0
influencer,0.7945,0
social,10.6725,1
search,2.9421,5
social,0.0017,0
influencer,0.4169,1
jkl,0.0065,0
influencer,1.3288,9
social,0.4076,0
social,0.0003,0
influencer,0.1399,0
social,0.1285,0
search,0.1635,5
jkl,0.0003,0
jkl,0.0881,0
influencer,0.0157,0
search,0.6343,1
social,0.0929,0
social,0.0187,0
search,2.0694,2
search,0.0797,0
,0.0064,0
influencer,0.5146,0
search,0.0164,0
search,1.2881,2
social,2.9509,0
influencer,9.0435,53
jkl,1.5294,8
social,4.031,1
influencer,6.1335,3
social,0.0,0
search,0.0117,0
,0.0008,0
social,10.7292,17
influencer,0.4226,0
jkl,0.0031,0
search,1.2835,0
jkl,0.1977,0
search,0.36,0
jkl,2.3511,0
,0.0124,0
social,0.4358,0
jkl,0.0535,0
social,0.0005,0
jkl,0.0277,0
search,0.0125,0
social,27.0996,24
jkl,0.2417,0
influencer,0.0019,0
social,133.2325,739
social,314.9719,840
jkl,8.6789,71
search,2.0863,3
social,104028.0,27
search,0.0021,0
jkl,0.026,0
influencer,0.3911,0
,0.014,0
search,9.7919,61
social,35.2992,140
social,5.4519,3
search,0.0061,0
jkl,0.033,0
jkl,1.2045,3
social,0.4838,3
influencer,0.8906,0
influencer,11.2981,52
social,0.0009,0
social,1.0371,0
search,0.008,0
jkl,0.0336,0
social,110.6573,615
search,2.6109,18
social,0.9506,1
influencer,1.0391,8
search,0.252,0
jkl,0.0026,0
,0.0048,0
search,0.2337,1
social,0.7727,0
jkl,0.1401,0
jkl,0.0934,0
search,0.0126,0
influencer,0.13,0
social,121.9695,752
social,3.7027,0
social,6.3915,3
search,0.4879,0
influencer,302.3867,1253
influencer,0.1387,0
jkl,0.0645,0
jkl,0.0492,0
social,0.3838,0
search,16.7068,15
,0.0076,0
search,0.346,0
,0.0048,0
social,1.3423,1
jkl,0.0062,0
search,1545.74,0
,0.0062,0
search,0.1085,0
influencer,0.5588,0
,0.0064,0
social,0.7487,1
social,4.2781,0
influencer,0.0005,0
social,0.0039,0
social,3.0009,0
social,1.0822,0
jkl,0.1055,0
social,2.5195,0
jkl,0.0698,0
social,0.0009,0
jkl,0.0025,0
social,0.013,0
search,5.0028,3
jkl,0.2103,0
jkl,0.0024,0
social,1.5337,0
social,30.8228,28
social,98.4604,487
social,243.2549,822
influencer,0.0008,0
search,0.0167,0
jkl,0.0662,0
social,0.626,1
social,3098.45,0
social,2.8794,0
jkl,0.003,0
jkl,0.0202,0
jkl,0.0046,0
search,1.4319,2
jkl,0.002,0
search,0.7639,0
search,0.1316,0
search,0.1537,0
jkl,0.0076,0
influencer,0.0038,0
search,0.0986,0
search,0.2454,0
jkl,0.1201,0
influencer,11.5348,23
social,1.923,1
social,252.1314,688
influencer,0.0104,0
influencer,1.8274,3
jkl,0.008,0
influencer,13.4614,23
search,0.0121,0
influencer,41.1113,268
social,0.0094,0
social,0.9561,4
social,4.393,4
,0.0096,0
social,0.0204,0
social,0.2336,0
jkl,2.9738,0
jkl,0.0044,0
search,41.342,62
search,1.1363,0
jkl,0.0011,0
influencer,13.3546,94
social,0.0,0
social,0.0081,0
jkl,0.0186,0
influencer,195.5183,176
jkl,0.1408,0
search,0.3361,0
influencer,0.1008,0
social,0.0004,0
social,1.5425,0
search,0.0488,0
jkl,0.0025,0
social,11.1678,13
influencer,0.2535,2
jkl,0.0118,0
search,0.3481,0
jkl,0.012,0
social,1.6529,0
jkl,0.0011,0
social,1.5673,0
,0.0016,0
jkl,0.0052,0
social,5.9795,4
jkl,0.0156,0
social,0.7294,2
jkl,1.7591,2
influencer,0.8972,4
search,0.3784,0
search,0.7601,3
search,1.3225,5
social,0.1573,0
social,1.6628,0
search,0.0517,0
search,0.1051,0
influencer,0.0285,0
influencer,0.0742,1
influencer,0.0228,0
social,0.0115,0
influencer,1.9983,1
jkl,0.0282,2
influencer,0.0068,0
social,23.4714,20
search,9.9294,26
influencer,0.7212,1
influencer,0.0088,0
jkl,0.006,0
influencer,0.0014,0
search,0.6643,0
search,1.3273,2
search,0.1491,0
influencer,1.8106,1
jkl,0.0034,0
search,1.0576,0
,0.008,0
influencer,6.5214,20
jkl,0.0416,0
social,0.7109,0
social,9.9238,4
jkl,0.4034,0
search,0.1433,0
social,0.0279,1
influencer,0.0221,0
jkl,0.0474,0
jkl,0.003,0
social,0.498,0
jkl,0.0016,0
social,5.2022,2
social,0.9015,0
search,0.0978,0
social,5.3137,14
jkl,10.711,152
influencer,0.0443,0
search,5.8006,48
influencer,0.0474,0
,0.0142,0
influencer,1.081,0
social,1.6791,2
social,1.0255,1
social,314.1073,680
social,191.9376,442
influencer,0.0921,0
,0.0016,0
search,0.2941,2
search,50.6753,85
jkl,0.0017,0
social,3.7959,1
social,1.0975,1
social,7.443,7
social,0.0003,0
search,0.0254,0
jkl,0.0007,0
search,71.2926,156
search,1.5328,1
jkl,0.1907,0
search,0.7124,0
social,0.0192,3
social,5.675,2
social,5.3767,5
social,8.4503,45
jkl,0.0994,0
jkl,16.9265,268
social,0.0543,0
,0.0032,0
search,11.7792,94
jkl,17.6279,20
,0.0008,0
search,0.729,0
social,0.02,0
influencer,0.027,0
social,0.7618,4
influencer,1.2095,0
social,0.4131,0
influencer,1.5275,1
social,9.2567,7
search,0.9879,0
jkl,0.0119,0
jkl,3.4813,10
social,0.458,0
influencer,1.449,17
jkl,3.2941,20
social,1.6197,2
social,0.0013,0
search,56440.3,11
social,2.6961,2
influencer,15.2181,44
social,3.4261,7
jkl,0.0058,0
jkl,1.8208,0
influencer,0.2663,0
jkl,0.0104,0
jkl,0.0006,0
jkl,0.8721,1
influencer,0.0016,0
social,0.0011,0
jkl,1.256,4
social,7.7226,19
search,0.0019,0
search,0.0128,0
search,0.4183,0
social,0.3218,0
influencer,25.4945,32
search,4.3755,0
social,1487.47,1
jkl,0.0544,0
social,1.6558,1
social,484.8313,1270
influencer,0.0482,0
jkl,0.006,0
search,7.7982,12
search,0.0563,0
search,1.2113,0
influencer,0.3013,0
social,0.0478,0
social,2.1535,0
search,0.2989,0
jkl,0.0275,0
social,5.0799,3
influencer,1.7608,3
jkl,0.9087,0
influencer,0.0558,0
search,2.9404,2
jkl,27.8467,180
influencer,0.4398,1
search,0.2851,0
search,0.029,0
jkl,0.0581,0
social,0.0041,0
social,161.049,733
jkl,1.6524,0
influencer,0.4149,2
social,0.0108,0
social,9.7808,8
jkl,0.0068,0
social,0.2534,2
search,0.1274,1
social,13.3831,20
search,0.0295,0
search,0.0657,0
influencer,0.1263,0
social,1.1376,0
jkl,0.1316,0
search,0.0103,0
search,0.0002,0
influencer,308572.0,79
social,0.0486,0
social,28.5648,49
social,1.3072,1
search,1.359,0
jkl,0.0195,0
social,0.1506,0
social,20.2274,36
social,3.2985,25
search,0.174,0
jkl,0.4983,0
search,2.6115,0
jkl,3.3134,5
search,1.8543,0
search,0.9643,0
jkl,0.0098,0
search,0.2788,0
,0.0064,0
jkl,15.2579,70
influencer,26.0474,5
jkl,6.1862,55
search,0.0638,0
social,0.0185,0
influencer,0.818,6
influencer,1.6328,0
jkl,0.0142,0
social,0.0712,0
influencer,0.7491,0
social,0.0059,0
jkl,0.0015,0
search,1.4582,0
search,0.0213,1
influencer,0.0157,0
influencer,2.716,1
social,0.0136,0
influencer,0.1483,0
social,1.0306,6
jkl,0.0015,0
jkl,0.0003,0
social,0.2474,0
social,6.5537,9
search,1.0561,1
social,0.2855,0
jkl,0.2437,0
jkl,0.0208,0
search,1.0448,0
influencer,0.0229,0
jkl,0.0578,0
social,0.1094,1
search,0.0044,0
social,9.4396,17
influencer,0.0147,0
social,48.2986,251
search,1.2399,0
influencer,39.3212,205
social,16.9937,11
jkl,0.0482,0
social,0.2499,0
jkl,0.7728,0
search,1.9538,9
influencer,2.1059,4
social,0.7599,7
social,2.571,0
jkl,0.0018,0
social,8.2816,6
social,0.0001,0
influencer,0.3774,8
search,0.0698,0
influencer,2.0654,8
search,17.9278,22
social,16.6353,28
,0.0008,0
jkl,0.0267,0
social,2.0172,0
search,0.0346,0
social,177.8469,872
influencer,0.0012,0
social,1.9556,0
jkl,0.1112,0
search,0.2527,0
influencer,1.9762,0
search,1.8742,0
search,0.4726,13
influencer,0.1823,0
social,1.9451,3
search,23.7736,73
jkl,8.8273,63
search,0.0053,0
social,0.3604,0
influencer,0.0766,0
jkl,0.0023,0
search,2.5477,3
social,0.0537,0
search,0.0175,0
social,3661.53,1
search,0.3029,0
jkl,0.1431,0
social,10.8478,15
social,7.5582,5
social,5.2323,2
social,0.0039,0
search,0.0767,0
media,225274.0,76
social,3.1057,0
jkl,0.016,0
jkl,0.0318,0
search,2.1672,4
,0.0016,0
social,0.385,0
social,2.0928,1
social,5.0665,2
social,11.4468,17
social,0.3592,0
social,0.4371,0
jkl,0.0075,0
social,119.6838,367
jkl,9.7458,184
search,0.0028,0
jkl,0.0006,0
search,0.0265,0
social,46.8312,29
jkl,0.7028,6
search,1.1362,0
,0.0016,0
jkl,0.5129,1
social,0.0123,0
jkl,0.0144,0
social,0.9497,9
influencer,0.0629,0
search,0.034,0
jkl,0.2377,0
influencer,0.9341,0
social,0.6212,0
social,0.0304,0
search,0.097,0
jkl,0.1285,0
search,0.0039,0
influencer,0.0288,0
search,9.9378,19
influencer,0.2175,0
social,1.9639,3
influencer,0.272,0
search,0.0536,0
social,0.8039,0
jkl,0.0003,0
jkl,0.0202,0
search,0.011,0
,0.0008,0
social,5.8016,34
influencer,0.0193,0
search,1.0704,0
social,0.2879,0
social,0.0257,0
search,0.3319,0
influencer,2.2707,1
search,0.1489,0
social,3.6579,1
influencer,25.3205,51
jkl,0.018,0
jkl,0.0025,0
social,0.0014,0
influencer,1.8361,5
social,0.492,5
jkl,0.3841,1
social,1.0005,0
social,1.068,0
influencer,1.5725,0
influencer,172.201,782
social,9.2137,4
influencer,0.0162,0
jkl,0.005,0
search,0.4161,0
jkl,0.0011,0
social,9.42,7
search,22.1733,99
jkl,7.7539,21
social,0.0013,0
social,0.6318,0
social,10104.9,1
search,0.1738,0
social,0.0026,0
social,117.7142,715
influencer,1.4028,0
social,2.0243,4
social,11.5551,14
search,1.1892,10
jkl,0.0284,0
social,6.0814,2
influencer,1.6084,0
social,4.5101,4
social,1.2314,0
search,0.0244,0
search,0.0161,0
search,1.697,7
jkl,0.0218,0
jkl,0.004,0
social,0.5725,1
social,2.9362,0
influencer,0.1789,1
jkl,0.0041,0
influencer,14.9966,2
social,1.649,1
social,0.4375,0
social,0.0025,0
jkl,0.165,0
jkl,3.1987,2
influencer,11.3386,13
jkl,0.0075,0
jkl,0.002,0
influencer,0.8535,0
search,0.0003,0
jkl,0.034,0
jkl,0.0235,0
jkl,0.4982,3
influencer,7.2842,14
search,0.0389,0
search,0.0139,0
search,0.7716,4
influencer,8.2454,3
search,16.3208,63
